pmid,tier,model,sample_idx,verdict,domains,reason,parse_error,error,latency_s,cost_usd
23604411,sonnet,claude-sonnet-4-6,0,Exclude,,Conceptual/nosological piece on behavioral addiction without game-specific behavioral or psychological data on hoarding-related constructs.,,,4.31,0.013161
23604411,sonnet,claude-sonnet-4-6,1,Exclude,,Conceptual/nosological piece on behavioral addiction categories; no game-specific behavioral or psychological data on hoarding-related constructs.,,,3.22,0.001668
23604411,sonnet,claude-sonnet-4-6,2,Exclude,,Conceptual/nosological piece on behavioral addiction with no game-specific behavioral or psychological data relevant to review domains.,,,3.45,0.001608
23604411,opus,claude-opus-4-7,0,Exclude,,"Conceptual discussion of behavioral addiction nosology without empirical data on game hoarding, loot boxes, or related domain behaviors.",,,3.82,0.095738
23604411,haiku,claude-haiku-4-5,1,Exclude,,German journal (not English/Japanese); conceptual discussion without empirical data; no game-behavior specificity.,,,17.62,0.011741
23604411,opus,claude-opus-4-7,1,Exclude,,"Conceptual discussion of behavioral addiction nosology without empirical data on game hoarding, loot boxes, or related domains.",,,5.58,0.012465
23604411,opus,claude-opus-4-7,2,Exclude,,Conceptual commentary on behavioral addiction nosology without original data on game hoarding behaviors.,,,4.96,0.01179
23604411,haiku,claude-haiku-4-5,0,Exclude,,"Conceptual discussion of behavioral addiction, not empirical research. Matches exclusion criterion 4 (opinion without original data).",,,24.7,0.018876
23604411,haiku,claude-haiku-4-5,2,Exclude,,Conceptual discussion of behavioral addiction; not game-specific empirical research on game hoarding behaviors.,,,22.7,0.016771
27100787,sonnet,claude-sonnet-4-6,0,Exclude,,"Cyberball social exclusion ERP study; no connection to hoarding, collecting, inventory, or loot box behaviors.",,,4.12,0.014346
27100787,sonnet,claude-sonnet-4-6,1,Exclude,,"Cyberball ERP study examines social exclusion neural responses; no relevance to hoarding, inventory, loot boxes, or game collecting.",,,5.0,0.001822
27100787,haiku,claude-haiku-4-5,0,Exclude,,"Social exclusion neuroscience study; unrelated to game hoarding, item retention, loss aversion, or collecting behaviors.",,,12.0,0.010008
27100787,haiku,claude-haiku-4-5,2,Exclude,,"Studies social exclusion ERP mechanisms in Cyberball; no connection to hoarding, collecting, inventory management, completionism, or loss aversion behaviors.",,,14.01,0.010518
27100787,haiku,claude-haiku-4-5,1,Exclude,,"Studies social exclusion ERP effects in Cyberball game; no hoarding, accumulation, or item-retention behaviors examined.",,,15.39,0.011068
27100787,opus,claude-opus-4-7,0,Exclude,,"ERP study of social exclusion via Cyberball paradigm; no relevance to hoarding, collecting, or any in-game accumulation behavior.",,,3.89,0.103875
27100787,sonnet,claude-sonnet-4-6,2,Exclude,,"Cyberball ERP study examines social exclusion neuroscience; no game hoarding, inventory, collecting, or loss-aversion behavioral domain addressed.",,,7.28,0.001852
27100787,opus,claude-opus-4-7,1,Exclude,,"ERP study of social exclusion using Cyberball paradigm; unrelated to in-game hoarding, loot boxes, completionism, or any review domain.",,,3.67,0.013704
27100787,opus,claude-opus-4-7,2,Exclude,,"ERP study of social exclusion via Cyberball paradigm; no relevance to hoarding, loot boxes, inventory, completionism, or game accumulation behaviors.",,,4.0,0.014154
27942256,sonnet,claude-sonnet-4-6,0,Exclude,,"Commentary on shopping addiction scale validity; no game component, no relevant behavioral domain covered.",,,2.7,0.013705
27942256,sonnet,claude-sonnet-4-6,1,Exclude,,Commentary on scale development for online shopping addiction; no game component or behavioral domain covered.,,,2.63,0.001557
27942256,haiku,claude-haiku-4-5,0,Exclude,,Methodological commentary on shopping scales; no game context or empirical data on game hoarding behaviors.,,,11.18,0.008617
27942256,sonnet,claude-sonnet-4-6,2,Exclude,,Commentary on scale overlap in shopping addiction measurement; no game component or game-related behavioral data.,,,3.32,0.001587
27942256,opus,claude-opus-4-7,0,Exclude,,Commentary on shopping addiction scale development with no game component or hoarding-related game behavior.,,,3.13,0.098456
27942256,opus,claude-opus-4-7,1,Exclude,,Commentary on shopping addiction scales with no game component or hoarding-related game behavior.,,,4.09,0.011804
27942256,opus,claude-opus-4-7,2,Exclude,,Commentary on shopping addiction scales with no game or loot box component.,,,3.03,0.011279
27942256,haiku,claude-haiku-4-5,1,Exclude,,"Opinion piece on shopping addiction scales, not games. Excludes per criterion 4 (editorials without original data).",,,15.39,0.012547
27942256,haiku,claude-haiku-4-5,2,Exclude,,"Addresses shopping addiction scales, not game hoarding. No video game content. Fails inclusion criterion 3; meets exclusion criterion 4.",,,18.93,0.015032
39307287,sonnet,claude-sonnet-4-6,0,Exclude,,"Studies Pavlovian conditioning and individual vulnerabilities in internet-use disorders; no game item hoarding, inventory, or collecting behavior examined.",,,3.89,0.014012
39307287,sonnet,claude-sonnet-4-6,1,Exclude,,"Studies Pavlovian conditioning in internet-use disorders without examining in-game item retention, hoarding, inventory, or collecting behaviors.",,,4.0,0.001733
39307287,sonnet,claude-sonnet-4-6,2,Exclude,,"Examines Pavlovian conditioning in internet-use disorders (gaming/shopping) without addressing hoarding, inventory, loot boxes, or related behavioral domains.",,,2.63,0.001822
39307287,haiku,claude-haiku-4-5,0,Exclude,,"Examines Pavlovian conditioning in internet-use disorders but not game-specific hoarding, accumulation, or collection behaviors.",,,17.57,0.012646
39307287,opus,claude-opus-4-7,0,Exclude,,"Pavlovian conditioning study on gaming and buying-shopping disorders; no hoarding, loot box, inventory, completionism, or collecting behavior examined.",,,3.27,0.103519
39307287,opus,claude-opus-4-7,1,Exclude,,"Pavlovian conditioning study on gaming and buying-shopping disorders; does not address hoarding, collecting, loot boxes, inventory, completionism, or loss aversion in games.",,,3.33,0.014464
39307287,opus,claude-opus-4-7,2,Exclude,,"Pavlovian conditioning study on gaming and buying-shopping disorders; no hoarding, loot box, inventory, or accumulation behavior examined.",,,3.08,0.013715
39307287,haiku,claude-haiku-4-5,1,Exclude,,Examines Pavlovian conditioning in internet-use disorders but not specific hoarding-related game behaviors or clinical constructs required.,,,24.66,0.017036
30110801,haiku,claude-haiku-4-5,1,Exclude,,"Mathematical analysis of virtual-item gambling using random walk theory; lacks behavioral or psychological measures of hoarding, collecting, or inventory behaviors.",,,14.07,0.010786
30110801,sonnet,claude-sonnet-4-6,0,Exclude,,Statistical physics analysis of gambling logs with no behavioral/psychological measures and no game mechanic or loot box component.,,,3.39,0.013378
30110801,haiku,claude-haiku-4-5,2,Exclude,,Mathematical analysis of gambling dynamics; lacks behavioral measures or item hoarding focus.,,,19.34,0.013031
30110801,sonnet,claude-sonnet-4-6,1,Exclude,,Statistical physics analysis of gambling logs with no behavioral/psychological measures and no game mechanic component.,,,6.37,0.001554
39307287,haiku,claude-haiku-4-5,2,Exclude,,Studies Pavlovian conditioning mechanisms in problematic gaming use; does not examine specified hoarding-related behaviors or clinical constructs.,,,46.71,0.032996
30110801,sonnet,claude-sonnet-4-6,2,Exclude,,"Statistical physics analysis of gambling logs; no game mechanic, behavioral, or psychological hoarding construct examined.",,,3.5,0.001584
30110801,opus,claude-opus-4-7,0,Exclude,,Statistical physics analysis of online lottery gambling logs without behavioral/psychological measures or loot box/gacha game mechanic connection.,,,3.62,0.0972
30110801,opus,claude-opus-4-7,1,Exclude,,Statistical physics analysis of online lottery gambling logs without behavioral/psychological measures or loot box/gacha game mechanic connection.,,,3.68,0.012882
30110801,opus,claude-opus-4-7,2,Exclude,,"Statistical physics analysis of gambling logs as random walks; no behavioral or psychological measures of hoarding, collecting, or loot box mechanics.",,,3.62,0.013182
30110801,haiku,claude-haiku-4-5,0,Maybe,D1,Empirical gambling behavior analysis; unclear if addresses hoarding or loss-aversion psychological measures.,,,41.39,0.020896
