pmid,title,authors,year,journal,abstract,domains,game_score,hoarding_score,relevance_score,source_query
33133767,The Impact of Compulsivity and Impulsivity in Cerebellar Ataxia: A Case Series.,Amokrane Nadia et al.,2020,"Tremor and other hyperkinetic movements (New York, N.Y.)","The cerebellum has recently been identified to have a key role in reward processing, and individuals with ataxia have been found to be more impulsive and compulsive as part of cerebellum-related cognitive and behavioral disturbances. We reported five individuals with cerebellar ataxia who demonstrate impulsive and compulsive behaviors, including hobbyism, gambling, and compulsive medication use, to illustrate that these symptoms can be highly disabling. These five cases provide examples of behavioral symptoms in cerebellar ataxia. Further investigations of the pathomechanism of these symptoms will advance our understanding of the cerebellum in cognition and behavior.",D3: Gacha / Loot box; Cross-domain: Hoarding link,0,0,0,Q1
27363690,Who Spends Money to Play for Free? Identifying Who Makes Micro-transactions on Social Casino Games (and Why).,Kim Hyoun S et al.,2017,Journal of gambling studies,"Social casino games are online gambling-like games found on social networking sites. They are initially free to play, however, players are encouraged to make micro-transactions (i.e., in-game purchases) for additional game credits or functionality. As a result, they generate billions of dollars in revenue. Yet, little is known as to who purchases virtual credits, let alone why. In the present research, we assessed whether there are individual differences (impulsivity, reward sensitivity, competitiveness, and problem gambling severity) between who is and who is not likely to make micro-transactions during social casino game play. Moreover, we examined possible motivations for making micro-transactions (e.g., extend play, win back lost credits) and whether the individual difference variables of interest predict reported motivation(s) for making micro-transactions. Results showed that social casino gamers who engaged in micro-transactions reported significantly higher levels of impulsivity, reward sensitivity and problem gambling severity, but not competitiveness. In terms of motivation to make micro-transactions, desire to extend play was endorsed most frequently, followed by a desire to access additional features, chasing lost credits, and to speed up play. Lastly, among participants who made micro-transactions, reward sensitivity predicted making micro-transactions to chase lost credits. These results suggest the personality make-up of social casino gamers is important to understand who is likely to make micro-transactions as well as their motivation to do so-information that could prove useful for regulation of the industry.",D3: Gacha / Loot box; D6: Backlog,4,0,0,Q1
32316282,p53 and FBXW7: Sometimes Two Guardians Are Worse than One.,Galindo-Moreno María et al.,2020,Cancers,"Too much of a good thing can become a bad thing. An example is FBXW7, a well-known tumor suppressor that may also contribute to tumorigenesis. Here, we reflect on the results of three laboratories describing the role of FBXW7 in the degradation of p53 and the possible implications of this finding in tumor cell development. We also speculate about the function of FBXW7 as a key player in the cell fate after DNA damage and how this could be exploited in the treatment of cancer disease.",,1,0,0,Q1
26441749,The Bergen Shopping Addiction Scale: reliability and validity of a brief screening test.,Andreassen Cecilie S et al.,2015,Frontiers in psychology,"Although excessive and compulsive shopping has been increasingly placed within the behavioral addiction paradigm in recent years, items in existing screens arguably do not assess the core criteria and components of addiction. To date, assessment screens for shopping disorders have primarily been rooted within the impulse-control or obsessive-compulsive disorder paradigms. Furthermore, existing screens use the terms 'shopping,' 'buying,' and 'spending' interchangeably, and do not necessarily reflect contemporary shopping habits. Consequently, a new screening tool for assessing shopping addiction was developed. Initially, 28 items, four for each of seven addiction criteria (salience, mood modification, conflict, tolerance, withdrawal, relapse, and problems), were constructed. These items and validated scales (i.e., Compulsive Buying Measurement Scale, Mini-International Personality Item Pool, Hospital Anxiety and Depression Scale, Rosenberg Self-Esteem Scale) were then administered to 23,537 participants (M age = 35.8 years, SD age = 13.3). The highest loading item from each set of four pooled items reflecting the seven addiction criteria were retained in the final scale, The Bergen Shopping Addiction Scale (BSAS). The factor structure of the BSAS was good (RMSEA = 0.064, CFI = 0.983, TLI = 0.973) and coefficient alpha was 0.87. The scores on the BSAS converged with scores on the Compulsive Buying Measurement Scale (CBMS; 0.80), and were positively correlated with extroversion and neuroticism, and negatively with conscientiousness, agreeableness, and intellect/imagination. The scores of the BSAS were positively associated with anxiety, depression, and low self-esteem and inversely related to age. Females scored higher than males on the BSAS. The BSAS is the first scale to fully embed shopping addiction within an addiction paradigm. A recommended cutoff score for the new scale and future research directions are discussed.",Cross-domain: Hoarding link,0,1,0,Q1
8481964,Special considerations in the medical management of professional basketball players.,Steingard S A,1993,Clinics in sports medicine,"The NBA basketball players are among the finest athletes in the world. That along with the increased popularity of the NBA has put a premium on the health of the players. The course of the season puts tremendous stress and strain on players. As medical illnesses occur, the physician may feel increased pressure to put the ill player back into the line-up. One cannot let the pressure for the player to return to activity interfere with good medical practice. At times, it is difficult to allow for the natural course of an illness, however, as discussed in this article, sometimes this is exactly what needs to be done. The temptation to overtreat is also seen in some team physicians. This too must be avoided. Along with proper treatment, there is the need for education of the athletes both in social interactions and in diet and life-style. Then we, as team physicians, can sit back and enjoy the performance on the court.",,2,0,0,Q1
35385397,Loot box purchasing is linked to problem gambling in adolescents when controlling for monetary gambling participation.,Hing Nerilee et al.,2022,Journal of behavioral addictions,"Purchasing loot boxes in digital games is akin to gambling as it involves risking money for a chance-based reward of uncertain value. Research has linked buying loot boxes to problem gambling amongst adolescents, but has not examined co-occurring gambling participation. This study examined links between loot box purchasing and problem gambling amongst adolescents while controlling for monetary gambling participation. Two survey samples of Australians aged 12-17 years were recruited through advertisements (n = 843) and online panels (n = 826). They included n = 421 and n = 128 adolescents, respectively, who met criteria for problem gambling. Past-month loot box purchasing was significantly related to gambling problems in bivariate analyses. When including age, gender and past-month monetary gambling, loot box purchases were still associated with at-risk and problem gambling in both samples. As expected, these other predictors attenuated the predictive value of recent loot box purchases in relation to gambling problems. The odds-ratios, nevertheless, were still in the predicted direction and remained significant. When controlling for monetary gambling, age and gender, recent loot box purchasing increased the odds of problem gambling 3.7 to 6.0 times, and at-risk gambling 2.8 to 4.3 times. While causal relationships between loot box purchasing and problem gambling remain unclear, the results indicate that loot boxes disproportionately attract adolescents experiencing gambling problems, adding to the financial stress already caused by gambling. Consumer protection measures, youth and parental education, and age restrictions on loot box games are needed to protect young people.",D3: Gacha / Loot box; D6: Backlog,0,1,0,Q1+Q2
36107949,Emotion-focused coping mediates the relationship between COVID-related distress and compulsive buying.,Kovács Lilla Nóra et al.,2022,PloS one,"COVID-19 posits psychological challenges worldwide and has given rise to nonadaptive behavior, especially in the presence of maladaptive coping. In the current study, we assessed whether the relationship between COVID-related distress and compulsive buying is mediated by task-focused and emotion-focused coping. We also examined whether these associations were invariant over time as the pandemic unfolded. Self-report surveys were administered online in the United States in the first six months of the pandemic (March-October 2020) in sampling batches of 25 participants every three days, resulting in a total sample of N = 1,418 (40% female, mean age = 36.6). We carried out structural equation modeling to assess whether the relationship between distress related to COVID-19 and compulsive buying is mediated by task-focused and emotion-focused coping. Time was used as a grouping variable based on events related to the pandemic in the U.S. to calculate model invariance across three time periods. The results indicated significant mediation between distress, emotion-focused coping, and compulsive buying, but not between task-focused coping and compulsive buying. The mediation model showed excellent fit to the data (χ² = 1119.377, df = 420, RMSEA = 0.059 [0.055-0.064], SRMR = 0.049, CFI = 0.951, TLI = 0.947). Models were not invariant across the three examined time periods. Our results indicate that compulsive buying is more likely to occur in relation to emotion-focused coping as a response to COVID-related distress than in relation to task-focused coping, especially during periods of increasing distress. However, model paths varied during the course of the pandemic.",Cross-domain: Hoarding link,0,1,0,Q1
35409830,Reliability of a Qualitative Instrument to Assess High-Risk Mechanisms during a 90° Change of Direction in Female Football Players.,Aparicio-Sarmiento Alba et al.,2022,International journal of environmental research and public health,"Sidestep cuts between 60° and 180° and one-leg landings have been identified as the main mechanisms of ACL injuries in several sports. This study sought to determine intra- and inter-rater reliability of a qualitative tool to assess high-risk movements in a 90° change of direction when the test is applied in a real framework of sport practice. Female footballers from two teams (n = 38) participated in this study and were asked to perform 90° cutting trials to each side, which were simultaneously filmed from a frontal and a sagittal view. A total of 61 cases were selected for 2D qualitative observational analysis by three raters. Poor reliability was found among each pair of raters as well as moderate reliability when the Cutting Movement Assessment Score (CMAS) was given by the same rater at different moments, but with too high a minimum detectable change. On the other hand, raters presented a significant, as well as moderate-to-good intra-rater reliability for most items of the CMAS tool. There was, however, non-significant reliability between observers in rating most check-points of the tool. For these reasons, more objective guidelines and clearer definitions for each criterion within the CMAS, as well as a longer, standardised training period for novel observers, would be highly recommended to improve the reliability of this tool in an applied context with female footballers.",,2,0,0,Q1
23167030,How to be a better team player: fifty strategies.,Hills Laura,2012,The Journal of medical practice management : MPM,"Many medical practice employees have become skeptical of the phrase be a team player and with good reason. Too often the phrase means simply to keep your mouth shut and to go along with what everyone else wants. However, being a team player has real meaning and value, and it doesn't mean that you must knuckle under to pressure. This article suggests 50 strategies that will help you become a better team player in your medical practice. It explores ways for you to manage your emotions and to translate them into effective and strategic communication. It teaches you how to read the emotions of your teammates and to listen actively to what they say. Most of all, this article will help you develop a team attitude and live that attitude every day in your medical practice through your behaviors. This article is laced with more than a half-dozen action tips. It includes a description of the most pervasive, destructive, and selfish team roles that you will want to avoid. It offers a clear description of the difference between a group and a team. Finally, this article includes five fun and effective team-building exercises for you to use in your medical practice to boost morale, improve your effectiveness, and strengthen your medical practice team.",,1,0,0,Q1
35129089,A systematic video analysis of 21 anterior cruciate ligament injuries in elite netball players during games.,Belcher Suzanne et al.,2024,Sports biomechanics,"This systematic video analysis of 21 anterior cruciate ligament (ACL) injuries sustained by elite-level netball players during televised games, describes the situation, movement pattern and player behaviour, providing insight regarding the injury mechanism. Seventeen of the ACL injuries occurred from jump-landing actions and only two from cutting manoeuvres. A common scenario was identified for 11 players. In this scenario, players were decelerating rapidly after jumping to receive a high pass, utilising a double-footed landing with a wide base of support (WBOS). Deceleration appeared to be applied predominantly via the injured leg with the knee extended and foot planted. Often the players appeared unbalanced on landing leaning too far back. ACL injury risk was possibly exacerbated by the players head turning away from the injured side. A further compressive knee moment may have been placed on the lateral aspect of the knee by bringing the ball from a high position to a low position at the estimated time of injury. Players may benefit from landing technique training programmes that encourage shoulder-width foot landings, with ≥30° knee flexion, a small amount of plantar-flexion and good balance. Incorporating challenges to players balance and ability to cope with perturbations may also be beneficial. Training programmes should include instruction on securing the ball in a stable above pelvis-level position after receiving a pass and bringing their whole body around during landing into the direction of their next pass, rather than simply turning their head to look.",,2,0,0,Q1
38571884,"The relationship between game genre, monetization strategy and symptoms of gaming disorder in a clinical sample of adolescents.",André Frida et al.,2024,Upsala journal of medical sciences,"Gaming disorder (GD) has been introduced as a new diagnosis in the International Classification of Disease 11 (ICD-11). Currently, there's limited understanding of how various video games may differentially contribute to the risk of developing GD. The main aim of this study was to examine the relationship between individuals' game genre preferences, their preferred games' monetization strategies, and GD Symptoms. A total of 85 patients undergoing treatment for GD at a child and youth psychiatric clinic were included in the study. Their preferred games were classified into five novel genres based on gameplay similarities and objectives, and further categorized based on their monetization strategy. Symptom burden of GD, measured with Game Addiction Scale for Adolescents (GASA), was highest for those playing Free-to-Play (F2P) games and lowest for Pay-to-Play (P2P) players. Players of Competitive Games endorsed higher GD symptom burden, whereas players of Story-driven games reported lower GD symptom burden. Symptoms of GD were associated with attention-deficit hyperactivity disorder (ADHD) diagnosis in males. This study reveals that game genre preference is influenced by sex, age, and certain psychiatric diagnoses. The categorizing of games into genres is increasingly complex and our research introduces a novel categorization in a developing research field. The result of this study suggests that the monetization model is important to consider while trying to understand the relationship between game characteristics and GD symptoms.",,6,0,0,Q1
35217933,Skin Gambling Contributes to Gambling Problems and Harm After Controlling for Other Forms of Traditional Gambling.,Greer Nancy et al.,2023,Journal of gambling studies,"Esports betting and skin gambling involve betting on the outcomes of video game competitions and/or using virtual currencies for betting. The present study evaluated a conceptual model linking video game involvement, video-game related gambling, traditional gambling, and gambling problems and harm. Data were collected via a cross-sectional online survey with 737 participants aged 18 + who engaged in esports cash betting (n = 576), esports skin betting (n = 184), or skin gambling on games of chance (n = 330). The findings highlighted the distinctly different relationships esports cash betting versus skin gambling had with traditional gambling involvement and harmful gambling. Gambling with skins on games of chance was predictive of gambling problems and gambling harm after controlling for participation in traditional gambling (OR = 1.32 and 1.17 respectively). Whereas betting on esports with cash was associated with betting on a variety of other forms of gambling, and there was no unique contribution to problems and harm over and above participation on these other forms (e.g., EGMs, sports betting). Skin gambling is directly implicated in gambling problems and harm, whereas cash betting on esports is only indicative of interest in many forms of potentially harmful gambling. Greater research attention to skin gambling is warranted, and particularly with respect to its role as a virtual currency more easily accessible for gambling.",D3: Gacha / Loot box,2,0,0,Q1+Q2
35911206,Time spent playing video games is unlikely to impact well-being.,Vuorre Matti et al.,2022,Royal Society open science,"Video games are a massively popular form of entertainment, socializing, cooperation and competition. Games' ubiquity fuels fears that they cause poor mental health, and major health bodies and national governments have made far-reaching policy decisions to address games' potential risks, despite lacking adequate supporting data. The concern-evidence mismatch underscores that we know too little about games' impacts on well-being. We addressed this disconnect by linking six weeks of 38 935 players' objective game-behaviour data, provided by seven global game publishers, with three waves of their self-reported well-being that we collected. We found little to no evidence for a causal connection between game play and well-being. However, results suggested that motivations play a role in players' well-being. For good or ill, the average effects of time spent playing video games on players' well-being are probably very small, and further industry data are required to determine potential risks and supportive factors to health.",,4,0,0,Q1
41567349,Development and validation of screening tool for excessive and problematic use of internet and digital devices (STEPS-IDD) based on the WHO framework (ICD-11) for addictive behaviours.,Balhara Yatan Pal Singh et al.,2025,Frontiers in digital health,"The widespread use of internet and digital devices has been accompanied by growing concern regarding harms associated with their excessive or problematic use. The World Health Organization has also formally included some of these in its latest classificatory system (ICD-11) under the category of ""disorders due to addictive behaviours"". However, a validated, comprehensive screening tool aligned with ICD-11 that screens for these potentially addictive behaviours is lacking. This study aimed to develop and validate the Screening Tool for Excessive and Problematic use of Internet and Digital Devices (STEPS-IDD), designed to assess multiple addictive behaviours based on ICD-11 criteria. STEPS-IDD was developed based on the ICD-11 framework for disorders due to addictive behaviours It was applied to assess well-established behavioural addictions like gaming and gambling disorder, as well as less-established but widely researched ones such as problematic use of social media, online shopping/buying, OTT content watching, and pornography watching. Face validity was established through expert review and feedback. Construct validity was evaluated through exploratory factor analysis (EFA), and Cronbach's alpha coefficients were estimated to assess internal consistency. To examine concurrent validity, correlations between scores obtained on the newly developed STEPS-IDD sub-sections and the previously validated Gaming Disorder and Hazardous Gaming Scale (GDHGS) and modified GDHGS for other behaviours were assessed. Receiver Operating Characteristic (ROC) analyses were conducted to determine optimal STEPS-IDD cut-off scores for different behaviours. Data from a total of 112 college students (64.3% female) with a mean age of 20.5 years were analyzed. STEPS-IDD demonstrated good construct validity, with EFA revealing predominantly unidimensional factor structure for most behavioural domains. Internal consistency was excellent (Cronbach's α = 0.86-0.91 across sub-sections). Concurrent validity was supported by moderate to strong positive correlations (r = 0.44-0.76) of STEPS-IDD sub-sections with corresponding GDHGS and modified GDHGS scores. ROC analyses yielded optimal cut-off scores with high sensitivity and acceptable specificity for different behaviours, and fair to excellent overall diagnostic accuracy. STEPS-IDD is a psychometrically robust, brief yet comprehensive screening tool grounded in the ICD-11 framework, for the risk stratification in the context of addictive behaviours related to the use of the internet and digital devices.",D3: Gacha / Loot box,1,0,0,Q1
38861246,"Religiosity, Financial Risk Taking, and Reward Processing: An Experimental Study.",Vanheusden Frederique J et al.,2025,Journal of gambling studies,"The present study investigated the extent to which financial risk-taking (FRT) perspectives and religiosity influenced an individual's performance on financial decision-making tasks under risk and/or uncertainty. It further investigated the potential to measure this interaction using electro-encephalogram (EEG) assessments through reward-related event-related potentials (P3 and FRN). EEG data were collected from 37 participants undergoing four decision-making tasks comprising the Balloon Analogue Risk Task (BART), Iowa Gambling Test (IGT), Mixed-Gamble Loss-Aversion Task (MGLAT), and MGLA-Success Task (MGLAST). The present study found that BART performance may be affected by an interaction of FRT perspectives and religiosity. The physiological effects of task feedback were also distinguished between religious and non-religious individuals objectively with EEG data. Overall, while religiosity and FRT may not significantly influence IGT and MGLA performance, and interact with BART in a complex way, physiological reaction towards feedback after BART performance appears to be strongly affected by religiosity and FRT perspectives.",D3: Gacha / Loot box,0,0,0,Q1
26236023,ERP effects and perceived exclusion in the Cyberball paradigm: Correlates of expectancy violation?,Weschke Sarah et al.,2015,Brain research,"A virtual ball-tossing game called Cyberball has allowed the identification of neural structures involved in the processing of social exclusion by using neurocognitive methods. However, there is still an ongoing debate if structures involved are either pain- or exclusion-specific or part of a broader network. In electrophysiological Cyberball studies we have shown that the P3b component is sensitive to exclusion manipulations, possibly modulated by the probability of ball possession of the participant (event ""self"") or the presumed co-players (event ""other""). Since it is known from oddball studies that the P3b is not only modulated by the objective probability of an event, but also by subjective expectancy, we independently manipulated the probability of the events ""self"" and ""other"" and the expectancy for these events. Questionnaire data indicate that social need threat is only induced when the expectancy for involvement in the ball-tossing game is violated. Similarly, the P3b amplitude of both ""self"" and ""other"" events was a correlate of expectancy violation. We conclude that both the subjective report of exclusion and the P3b effect induced in the Cyberball paradigm are primarily based on a cognitive process sensitive to expectancy violations, and that the P3b is not related to the activation of an exclusion-specific neural alarm system.",D3: Gacha / Loot box,2,0,0,Q1
40589520,Eutrapelia and Video Games: Moral Risks With Playing Video Games as a Form of Eutrapelia.,McKenna Matthew,2025,The Linacre quarterly,"Video games are a popular form of recreation, especially among young men. According to Catholic theology, play is a good thing. Yet, this does not mean that every form of play is good or equally advisable. Some forms of play and entertainment pose certain risks. This paper will examine video games as a form of play according to St. Thomas Aquinas's account of eutrapelia and compare this with the DSM-5's description of Internet gaming disorder. While video games are intrinsically a licit form of play, they pose certain risks, which must be attended to and avoided. Chiefly, the nature of video games is such that it inclines one to play them for too long, longer than the virtue of eutrapelia would allow.",,3,0,0,Q1
33101151,"Sports Teaching, Traditional Games, and Understanding in Physical Education: A Tale of Two Stories.",Martínez-Santos Raúl et al.,2020,Frontiers in psychology,"Unlike Dickens's novel, this is not a tale of light and darkness, order and chaos, good and evil…It is, though, a story worth to be told about two standpoints about games and sports, teaching and research, physical education simply put, that have pursued similar interests on parallel tracks for too long, despite their apparent closeness and shared cultural grounds. The objective of this conceptual analysis is to try and reconcile two perspectives, namely motor praxeology and teaching games for understanding (TGfU), born in the last third of the XX century in France and England with the intention to rethink the foundations of physical education (PE) and sports teaching. Pierre Parlebas, from the French side of the English Channel, claimed in 1967 that sports make part of PE, that team sports must be considered from a specific, sociomotor point of view, and that motor conducts (i.e., the significative organisation of motor behaviour), not sports techniques, are the corner-stone of PE and sports coaching. In the early 1980s, from the English side of La Manche, Almond, Thorpe, and Bunker made a plea for a shift in the way to teach games (sporting collective duels mostly), deeply concerned by the negative impact of the traditional technics-centred approach on motivation, competence and attained level of the least able in school situations. Our conclusion is that TGfU, or game-based approaches to sports coaching and teaching, can take great advantage of the motor-praxeological rationale for three reasons: firstly, because concepts like understanding, game sense and action principles are operatively, semiotically linked to the reality of the playing process; secondly, because the inner structures of the games that constrain players and guide their motor conducts, permit to integrate games in the general system of sporting games, no matter their level of institutionalisation; finally, because any motor intervention process is better thought of and more systematically developed upon the operational concepts of internal logic and expected practical effects of game playing. This time, Paris could be the place to go to in search of solutions, not the city to run away from in hope of consolation.",,2,0,0,Q1
30241787,Feasibility of a Kinect®-based rehabilitation strategy after burn injury.,Pham Tam N et al.,2018,Burns : journal of the International Society for Burn Injuries,"The advent of consoles that deliver both interactive games and therapy may augment rehabilitation options in burn patients. The Jintronix software combines therapy-specific software and interactive gaming as a form of coaching and records patient performance on the Kinect® platform. Our objective was to determine the feasibility of a set of Jintronix games and therapy modules in hospitalized adult burn patients. We conducted a prospective single center feasibility study from August through October 2016. The study enrolled subjects to conduct 1 supervised session with 6 Jintronix modules targeting their burned areas of the body, with an acceptability survey and a safety analysis. We also performed qualitative analysis to detect major themes from free-text responses. We enrolled 20 participants. Eleven (55%) completed all the modules; reasons for incompletion included baseline shoulder abduction pain and poor balance. Participants responded that the activity was comfortable (90%), safe (100%), easy to understand (95%), and improved strength/range of motion (100%). Mean module completion time was 43±10min. Mean pain score was 3.8±2.8 (out of 10) and localized to burned areas. The wall climbing module had 4 episodes of temporary imbalance. Eight (40%) participants recorded fatigue at completion and noted ""sweating"" or ""feeling stretched"". Qualitative analysis highlighted that the activity was ""fun/cool"" and a ""good challenge"". Negative themes included ""inaccurate depth"" sensing and ""too lengthy"" on a specific module. A Jintronix-based therapy demonstrated good acceptability and safety in hospitalized burn patients. Feedback from this study led to software modifications implemented by the Jintronix company. This feasibility study has informed the design of a prospective randomized controlled trial to determine whether a virtual-environment home rehabilitation strategy improves functional outcomes after burn injury.",D5: Completionism,1,0,0,Q1
29410568,Comparison of sleep status among three Japanese national wheelchair basketball teams.,Mutsuzaki Hirotaka et al.,2018,Journal of physical therapy science,"[Purpose] Sufficient sleep is required for maximal performance and good mood. Japan has three national wheelchair basketball teams: Top male, Top female, and Under-23 (U23) male teams. Using these team members as model, this study investigated the difference of sleep status of wheelchair basketball players by age and gender. [Subjects and Methods] There were 44 participants: 14 in the Top male team (29.5 ± 5.2 years), 18 in the Top female team (30.6 ± 9.2 years), and 12 in the U23 team (19.1 ± 2.0 years). Sleep status was assessed with the Pittsburgh Sleep Quality Index (PSQI); higher scores indicate poor sleep quality. [Results] PSQI scores in the Top male and female teams were higher than in the U23 team. The Top teams showed shorter sleep duration and worse sleep efficacy than the U23 team. Time spent in bed and sleep duration in the female team were shorter than in the Top male and U23 teams. More male players reported ""feel too hot"" as the reason for sleep disturbance than female players. [Conclusion] Players in the Top Japanese national wheelchair basketball teams had poorer sleep status than U23 players. Among female players, the reason for insomnia was less sleep duration. For males, the reason for insomnia was ""feel too hot.""",,2,0,0,Q1
25477807,Are there benefits of social overinclusion? Behavioral and ERP effects in the Cyberball paradigm.,Niedeggen Michael et al.,2014,Frontiers in human neuroscience,"Social participation can be examined using the Cyberball paradigm, a virtual ball-tossing game. Reducing the involvement of the participant is supposed to activate a neural alarm system, and to threaten fundamental social needs. Our previous findings indicate that the latter process can be linked to an enhancement of the centro-parietal P3 amplitude, signaling a modulation of the subjective expectancy of involvement. A preceding more frontal ERP component, the P2, does not depend of the probability of involvement, but reflects the appraisal of social reward. In this experiment, we examined whether overinclusion of participants enhances the satisfaction of social needs, reduces the P3 amplitude correspondingly, and affects central reward processing. In the control condition, participants (n = 40) were included (two co-player, ball possession 33%), and overincluded (ball possession 46%) in the experimental condition. In a counterbalanced design, we also controlled for the order of conditions. As predicted, overinclusion increased the satisfaction of social needs, with exception of ""self esteem"", and reduced the P3 amplitude. As for the frontal P2, overinclusion only enhanced the amplitudes if the less frequent involvement (condition: inclusion) was experienced previously. The behavioral and P3 data suggest that the feelings of social belonging, meaningful existence, and control are related to the subjective expectancy of social involvement, and can be described in terms of a linear continuum ranging from exclusion to overinclusion. In contrast, appraisal of social rewards does not depend on the probability of involvement.",D3: Gacha / Loot box,1,0,0,Q1
34166631,A public health approach to gambling regulation: countering powerful influences.,van Schalkwyk May C I et al.,2021,The Lancet. Public health,"Often portrayed as a harmless leisure activity in the UK, gambling is being increasingly recognised as a public health concern. However, a gambling policy system that explicitly tackles public health concerns and confronts the dependencies and conflicts of interest that undermine the public good is absent in the UK. Although there is a window of opportunity to change the gambling policy system, with the UK Government's launch of a review of the Gambling Act 2005, the adoption of a comprehensive and meaningful public health approach is not guaranteed. Too often, government policy has employed discourses that align more closely with those of the gambling industry than with those of the individuals, families, and communities affected by the harms of gambling. In view of the well described commercial determinants of health and corporate behaviour, an immense effort will be needed to shift the gambling discourse to protect public health. In this Viewpoint, we seek to advance this agenda by identifying elements that need challenging and stimulating debate.",D3: Gacha / Loot box,0,0,0,Q1
41186668,Pay to Play or Pay to Lose? The Impact of In-game Spending in Digital Games on Gambling Problems.,Vuorinen Ilkka et al.,2025,Journal of gambling studies,"During the mid-2010s, microtransactions within digital games became more common, raising concerns that the gambling-like features in these games would contribute to increases in gambling problems. However, studies on the topic have been mostly cross-sectional. To fill this gap, this study uses longitudinal nationwide survey data collected from 949 adult Finnish participants every six months from the spring of 2021 to the fall of 2024 to investigate the impact of microtransactions on gambling problems-measured using the Problem Gambling Severity Index (PGSI)-over time. Gambling participation, mental health issues, and alcohol use were used as control variables, and age and gender were used as background variables. The results showed that although microtransactions had significant positive fixed and random effects on gambling problems, the effects disappeared when gambling participation was added to the models. Therefore, the effect of microtransactions on gambling problems may only be indirect. This implies that the main regulatory focus should be on actual gambling participation, whether or not it is encouraged by the purchasable content in some digital games.",D3: Gacha / Loot box,0,2,0,Q1
23604411,[The concept of behavioral addiction and limits of the term addiction].,Mann K et al.,2013,Der Nervenarzt,"The numbers of persons with a prevalence for behavioral addiction are rising especially among the young. Psychiatrists and psychotherapists are still awaiting indications for diagnostic classification and treatment approaches. We discuss the nosological aspects and suggest categorizing gambling and excessive computer and internet use as behavioral addictions. In specific cases the addiction model can also be applied for excessive sexual behavior, compulsive buying and obesity.",D3: Gacha / Loot box; Cross-domain: Hoarding link,0,1,0,Q1
6453184,Aging and skilled problem solving.,Charness N,1981,Journal of experimental psychology. General,"Information-processing models of problem solving too often are based on restrictive age ranges. On the other hand, gerontologists have investigated few problem-solving tasks and have rarely generated explicit models. As this article demonstrates, both fields can benefit by closer collaboration. One major issue in gerontology is whether aging is associated with irreversible decrement or developmental plasticity. If both processes occur, then an appropriate strategy for investigating aging is to equate age groups for molar problem-solving performance and search for differences in the underlying components. This strategy was adopted to examine the relation of age and skill to problem solving in chess. Chess players were selected to vary widely in age and skill such that these variables were uncorrelated. Problem-solving and memory tasks were administered. Skill level was the only significant predictor for accuracy in both a choose-a-move task and a speeded end-game evaluation task. Age (negatively) and skill (positively) jointly determined performance in an unexpected recall task. Efficient chunking in recall was positively related to skill, though negatively related to age. Recognition confidence, though not accuracy, was negatively related to age. Thus despite age-related declines in encoding and retrieval of information, older players match the problem-solving performance of equivalently skilled younger players. Apparently, they can search the problem space more efficiently, as evidenced by taking less time to select an equally good move. Models of chess skill that stress that role of encoding efficiency, as indexed by chunking in recall, need to be modified to account for performance over the life span.",,2,0,0,Q1
32500211,Impulsive decision-making predicts the course of substance-related and addictive disorders.,Kräplin Anja et al.,2020,Psychopharmacology,"This study investigated whether patterns of impulsive decision-making (i) differ between individuals with DSM-5 substance use disorders (SUD) or non-substance-related addictive disorders (ND) and healthy controls, and (ii) predict the increase of SUD and ND severity after one year. In a prospective-longitudinal community study, 338 individuals (19-27 years, 59% female) were included in one of three groups: SUD (n = 100), ND (n = 118), or healthy controls (n = 120). Group differences in four impulsive decision-making facets were analyzed with the Bayesian priors: delay discounting (mean = 0.37, variance = 0.02), probability discounting for gains and for losses (each - 0.16, 0.02), and loss aversion (- 0.44, 0.02). SUD and ND severity were assessed at baseline and after 1 year (n = 312, 92%). Predictive associations between decision-making and SUD/ND severity changes were analyzed with the Bayesian prior: mean = 0.25, variance = 0.016. Compared with controls, the SUD group displayed steeper delay discounting and lower probability discounting for losses; the ND group displayed lower probability discounting for losses (posterior probabilities > 98%). SUD symptom increase after 1 year was predicted by steeper delay discounting and lower loss aversion; ND symptom increase by lower probability discounting for losses and lower loss aversion (posterior probabilities > 98%). There was low evidence for predictive relations between decision-making and the quantity-frequency of addictive behaviours. Impulsive decision-making characterizes SUD and ND and predicts the course of SUD and ND symptoms but not the engagement in addictive behaviours. Strength of evidence differed between different facets of impulsive decision-making and was mostly weaker than a priori expected.",D1: Loss aversion / behavioral economics; D3: Gacha / Loot box,0,1,0,Q1
