pmid,title,authors,year,journal,abstract,domains
41739831,Burnout among disability activists in England: Insights from the Oldenburg Burnout Inventory.,Adwan-Kamara Lyla et al.,2026,PloS one,"To contribute to the understanding of burnout among Disabled activists in the disability movement - 'disability activists' - in England using the Oldenburg Burnout Inventory, and provide insights into the prevalence and features of burnout among this group. The self-completed online survey collected data on burnout among adults who self-identify as Disabled and as activists in the disability movement. The survey used questions on activism, socio-demographics, the Oldenburg Burnout Inventory for burnout assessment, and other attitudinal questions. The sample included 134 respondents recruited through disability-related organisations and disability-related activist networks. An important aspect of the method was oversight by a steering group of lived experience disability experts, and to prioritise survey accessibility. A varied spectrum of impairment types was selected by respondents with the majority of respondents reporting long-term health conditions, and 74% reported having more than one impairment. Eighty-eight per cent of respondents reported that they undertake unpaid activism and 64% were undertaking paid activism. The Oldenburg Burnout Inventory has two dimensions - disengagement and exhaustion - which are strongly correlated (ϕ = 0.83), however, respondents differ significantly in their burnout levels in each dimension and tend to be significantly more exhausted than disengaged. Bivariate analysis shows that impairment type and lived experiences impact on the experience of burnout in ways that most of the other socio-demographic categories do not, respondents with energy-limiting conditions were particularly burnt out. Age and place of activism also make a difference in the experience of burnout, with younger disability activists and activists in charities not run by Disabled People having higher levels of burnout. Respondents self-assessed their level of burnout and results were closely correlated with the Oldenburg Burnout Inventory, suggesting that respondents understand whether they are burnt out and the intensity of their burnout. They also identified the key drivers of burnout which wasn't their activism but rather the barriers that they face when confronted with ableism and the impact that ableist systems of oppression have on them. The survey findings raise a number of important points adding to our understanding of burnout among disability activists. Some respondents mentioned support from and solidarity with others as a protective factor from burnout, which should be further explored.",D4: Inventory / virtual possession
41739828,"The Effect of Progressive Relaxation Exercise Performed Before Coronary Angiography on Anxiety, Comfort, Pain, and Physiological Parameters: A Randomized Controlled Trial.",Ertuğrul Şennur et al.,2026,The Journal of cardiovascular nursing,"During coronary angiography, patients may experience problems such as anxiety, pain, and irregular vital signs. These problems can negatively affect the comfort of patients. We conducted this study to investigate the effects of progressive relaxation exercise on anxiety, comfort, pain, and physiological parameters in patients undergoing coronary angiography. A total of 74 patients completed this randomized controlled trial. Descriptive Characteristics Questionnaire, State-Trait Anxiety Inventory, Perianesthesia Comfort Questionnaire, Visual Analog Scale, Vital Signs Follow-up Form, and Complications Follow-up Form were used to collect the data. The patients in the intervention group were administered a 30-minute progressive relaxation exercise before undergoing the coronary angiography. The standard practice of the hospital was applied to the control group. In the intervention group, the pain severity score was 0.45 ± 0.83, the state anxiety score was 39.78 ± 6.84, and the Perianesthesia Comfort Questionnaire score was 77.13 ± 7.67 after coronary angiography. In the control group, the pain severity score was 1.02 ± 1.23, the state anxiety score was 44.75 ± 7.51, and the Perianesthesia Comfort Questionnaire score was 72.81 ± 7.39. The pain (P = .033) and anxiety (P = .004) levels of the patients in the intervention group were lower and the comfort level (P = .016) was higher than that of the control group, and the difference was statistically significant. Progressive relaxation exercise administered to patients undergoing coronary angiography decreased anxiety and pain levels and increased comfort levels. We recommend that progressive relaxation exercise, which is easy to implement, does not require invasive procedures, and is economically beneficial, be integrated into nursing care practices and its use be widespread.",D4: Inventory / virtual possession
41739630,The Power of Spirituality and Satisfaction: Uncovering the Roots of Caring Behaviors in Nursing.,Mousazadeh Noushin et al.,2026,Journal of holistic nursing : official journal of the American Holistic Nurses' Association,"Purpose of Study: Nurses' caring behaviors are essential for improving patient outcomes. This study aimed to investigate the associations between spiritual well-being, job satisfaction, and specific dimensions of caring behaviors among Iranian nurses. Design of Study: A descriptive cross-sectional design was used. Methods Used: A total of 200 nurses were recruited through convenience sampling from four government hospitals in northern Iran during 2023. Data were collected using a demographic form, the Caring Behaviors Inventory, the Spiritual Well-being Scale, and the Job Satisfaction Survey. Statistical analyses were conducted using two-level logistic regression models with the Restricted Maximum Likelihood (REML) method in STATA Version 17. Findings: Spiritual well-being was significantly associated with overall caring behaviors and subdimensions such as respectful communication and ensuring human presence (p < 0.001). Internal job satisfaction was significantly related to ensuring human presence (p < 0.05), while external satisfaction and existential well-being showed no significant associations (p > 0.05). Unit-level clustering accounted for less than 3% of variance in caring behaviors. Conclusion: Spiritual well-being and internal job satisfaction play key roles in promoting nurses' caring behaviors. Interventions to enhance spiritual well-being hand strengthen internal aspects of job satisfaction may contribute to better patient care outcomes.",D4: Inventory / virtual possession
41739386,Integrative computational and experimental identification of marine bacterial acetylcholinesterase inhibitors against alzheimer's disease.,Alqarni Mohammed H et al.,2026,Molecular diversity,"Alzheimer's disease (AD) is a powerful neurodegenerative disease characterized by cholinergic deficiency, where the inhibition of acetylcholinesterase (AChE) remains a clinically validated strategy. In our current work, a virtual screening platform supported by machine learning identified new inhibitors of AChE out of a structurally diverse collection of 2,895 marine bacterial natural products. Following a curation based on a structure-based strategy, a robust regression model was constructed from the physicochemical and structural characteristics of the reported inhibitors of AChE in an attempt to predict the inhibitory strength (pIC₅₀) of the top-scored ligands. The model had high predictive fidelity and led to the selection of twenty prospective candidates, out of which three (CMNPD25858, CMNPD28646, and CMNPD28412) were shortlisted according to activity profiles and drug-likeness filters. The shortlisted compounds were prepared for quantum-level refinement through density functional theory in order to improve electronic and structural precision. These optimised ligands were then evaluated under physiological conditions in terms of binding stability, conformational study, and intermolecular interaction through all-atom molecular dynamics simulation. CMNPD25858 demonstrated outstanding structural retention, stable persistent hydrogen bonding, and negligible displacement in the catalytic site. Principal component analysis and free energy landscape mapping revealed a highly confined, energetically favorable conformational basin. Structural overlays of post-simulation minima with initial docking poses confirmed minimal divergence. MM-GBSA free energy calculations substantiated the superior binding affinities of CMNPD25858 (-87.90 kcal/mol) and CMNPD28646 (-83.44 kcal/mol) relative to the reference compound. In vitro AChE inhibition assays revealed that compound CMNPD25858 demonstrated the highest inhibition (75%) at 1 mg/ml, followed by CMNPD28646 (64%) and CMNPD28412 (57.81%), consistent with in silico predictions when compared to the standard Donepezil (95.27%). Therefore, these integrative studies highlight the strategic utility of machine learning in accelerating structure-activity prediction and rational hit selection, and identifies marine-derived CMNPD25858 and CMNPD28646 as potent, dynamically stable AChE inhibitors with high potential for anti-Alzheimer's therapeutic development.",D5: Completionism
41739372,Pattern Formation in Agent-Based and PDE Models for Evolutionary Games with Payoff-Driven Motion.,Yao Tianyong et al.,2026,Bulletin of mathematical biology,"Spatial structure can play an important role in the evolution of cooperative behavior and the achievement of collective success of a population. In this paper, we explore the role of random and directed motion on spatial pattern formation and the payoff achieved by populations in both stochastic and deterministic models of spatial populations who engage in social interactions following a hawk-dove game. For the case of purely diffusive motion, both a stochastic spatial model and a partial differential equation model show that Turing patterns can emerge when hawks have a greater movement rate than doves, and in both models hawks and doves see an increase in population size and average payoff as hawk mobility increases. For the case of the payoff-driven motion, the stochastic model shows an overall decrease in population size and average payoff, but the PDE model displays more subtle behavior in this setting and will depend on the relative diffusivities of the two strategies. The PDE model also displays a biologically infeasible short-wave instability in the case of payoff-driven motion and equal diffusivities, indicating that we need to be careful about the mathematical properties of PDE models with payoff-driven directed motion and indicating potential use for nonlocal PDE models for spatial patterns in evolutionary games with directed motion.",D5: Completionism
41738578,Assessing the Impact of Childhood and Adolescent Sexual Abuse on Indian Homosexual and Heterosexual Men's: A Community-Based Cross-Sectional Study.,Ganesan Abbas et al.,2026,Journal of homosexuality,"Childhood and adolescent sexual abuse are a critical issue with long-lasting psychological, emotional, physical, and social impacts. This study examines the prevalence, socio-demographic factors, and abuse-related outcomes among homosexual and heterosexual men's in Tamil Nadu, India. A community-based cross-sectional study was conducted among 750 participants (375 homosexual and 375 heterosexual men) aged 18-40 years. Data were collected using validated questionnaires assessing abuse experiences, mental health (Posttraumatic Stress Disorder Checklist-5 (PTSD:PCL-5), Beck Depression Inventory (BDI), General Anxiety Disorder Scale-7 (GAD-7), physical health, and sexual identity impacts. Inferential statistical analyses, including linear regression and multivariable analysis, were employed to explore relationships between abuse experiences and health outcomes. The prevalence of sexual abuse was 61.8% among homosexual men and 37.2% among heterosexual men. Homosexual participants exhibited significantly higher rates of PTSD (PCL-5: mean 48.6 vs. 33.1), depression (BDI: mean 29.4 vs. 18.7), and anxiety (GAD-7: mean 14.5 vs. 8.9). Multivariable analysis identified education level, employment status, and coming-out status as significant predictors of abuse-related outcomes, with homosexual men facing compounded vulnerabilities due to societal stigma. Sexual abuse profoundly affects the psychological, physical, and social well-being of both homosexual and heterosexual men, with homosexual men experiencing greater impacts.",D4: Inventory / virtual possession
41738391,Virtual Reality Visual Field Testing Reduces Visit Duration in a Neuro-Ophthalmology Clinic.,Tran Amanda et al.,2026,Current eye research,"To evaluate the visit time in a neuro-ophthalmology clinic by comparing virtual reality visual field (VRVF) testing versus the standard Humphrey visual field (HVF) and the influence of the technician's learning curve. Data from 66 patients were included in the initial phase of the study (baseline), and data from a new cohort (n = 66) were collected six months later. Participants were divided into two age- and diagnosis-matched groups: those who underwent an ophthalmic technician workup using VRVF testing (n = 33) and those whose workup included HVF testing (n = 33). Total clinic visit duration and technician workup time were recorded independently for new patient and follow-up visits. Statistical comparisons were conducted between the two groups at both time points: baseline and six months. The mean age was 47.6 ± 21.7 years (65.2% female) at baseline and 47.9 ± 21.1 years (66.7% female) at 6 months. Technician workup time for follow-up visits was significantly shorter when using VRVF at both the baseline (p < 0.0001) and 6-month time points (p < 0.0001), compared to HVF. For new patient visits, workup time at baseline was comparable between methods (VRVF: 70.3 ± 19.8 min; HVF: 73.5 ± 9.1 min; p > 0.05), but time was significantly reduced at 6 months when using the VRVF (59.9 ± 17.1 min vs. 96.6 ± 16.0 min; p < 0.0001), likely due to the technician learning effect. The use of VRVF in neuro-ophthalmology clinics improved workflow by reducing technician workup time for new and follow-up patient visits. Consistent results across two time points underscore the role of VRVF testing in streamlining clinic visits and alleviating high patient volume pressures.",
41737763,The Longitudinal Relationship Between Self-Reported Executive Function and Mental Health in Early Adolescence.,Hinze Verena et al.,2026,JAACAP open,"Psychological theories emphasize the role of executive function in the mental health of adolescents. Yet, the longitudinal relationship remains poorly understood. This cohort study explored the longitudinal relationship between self-reported executive function and adolescents' mental health and potential gender differences. Data were collected at 3 time points from 8,072 adolescents (11-15 years old) in 84 secondary schools in the United Kingdom, as part of the MYRIAD (MY Resilience In ADolescence) trial (ISRCTN86619085). The longitudinal relationship between adolescents' self-reported executive function (Behavior Rating Inventory of Executive Function, Second Edition [BRIEF-2]) and 4 mental health outcomes-well-being (Warwick-Edinburgh Mental Wellbeing Scale [WEMWBS]), social-emotional-behavioral difficulties (Strength and Difficulties Questionnaire [SDQ]), risk for depression (Center for Epidemiologic Studies Depression Scale [CES-D]), and suicidality (item-based)-was explored using 3 mixed-effects regression models. Model 1 included a composite measure of executive function; model 2 included behavioral, cognitive, and emotional self-regulation; and model 3 included 7 executive function skills. Better executive function (ie, lower BRIEF-2 scores) was associated with better mental health over 1 year (regression coefficient [95% CI]: well-being -0.23 [-0.24, -0.22], social-emotional-behavioral difficulties 0.24 [0.23, 0.24], risk for depression 0.33 [0.32, 0.34], and suicidality 0.02 [0.01, 0.02]). This association weakened over time for all outcomes except suicidality (model 1). Associations were strongest for emotional self-regulation (model 2) and specifically emotional control and planning (model 3). The relative role of other executive function skills (eg, working memory and self-monitoring) differed by outcome and gender. Better executive function was associated with better mental health over time. Potential intervention targets include emotional self-regulation, particularly emotional control and planning.",D4: Inventory / virtual possession
41737577,"Mastalgia, Radiological Yield, and Psychological Burden: A Cross-Sectional Comparative Study.",Aladag Kurt Seda et al.,2026,"Breast care (Basel, Switzerland)","The aim of this study was to investigate the clinical, radiological, and psychological correlates of mastalgia and to determine the factors independently associated with anxiety and depression in women presenting with breast pain. In this cross-sectional study, 151 women with mastalgia and 69 controls undergoing breast imaging were assessed. Sociodemographic variables, pain characteristics, clinical history, visual analog scale (VAS) scores, and Beck Anxiety Inventory (BAI) and Beck Depression Inventory (BDI) scores were collected. Radiological evaluation was performed using ultrasound or mammography based on age, and magnetic resonance imaging findings were included when available. Group comparisons were performed statistically using univariate tests and multivariate linear regression was used to identify predictors of anxiety and depression among patients with mastalgia. Women with mastalgia demonstrated significantly higher anxiety scores than controls (median BAI 10 vs. 7; p = 0.009), whereas depression scores did not differ. Among patients with mastalgia, noncyclic pain, palpable abnormalities, and a history of breast surgery were associated with greater anxiety according to univariate analysis. In the multivariate model, palpable breast stiffness (β = 5.30; p = 0.013) and a history of previous breast surgery (β = 8.67; p = 0.022) independently predicted increased anxiety, whereas cyclic pain was protective (β = -6.40; p = 0.007). Imaging yielded predominantly benign or normal findings, underscoring the low diagnostic contribution of routine radiological workup. Mastalgia is characterized by a substantial psychological burden despite a low prevalence of radiological abnormalities. Clinical features, such as palpable stiffness and a history of prior breast surgery, are more strongly linked to anxiety than the findings from imaging studies. These results support a more selective imaging strategy and highlight the importance of incorporating psychological assessment in the evaluation of breast pain.",D4: Inventory / virtual possession
41737163,Association between learning styles and burnout among medical students: A study at Alfaisal University.,Raddawi Saed Fawaz et al.,2026,Pakistan journal of medical sciences,"This study investigated the relationship between learning styles and burnout among undergraduate medical students. This cross-sectional survey was conducted at Alfaisal University, Riyadh, Saudi Arabia, between April and June 2024. Burnout levels were assessed using the Oldenburg Burnout Inventory, and learning style preferences were assessed using the Grasha Reichmann Learning Style Scale. Demographic information, including age, gender, academic year, and living situation, was also collected. Multiple linear regression (MLR) was used to identify independent predictors of burnout components, controlling for gender. A total of 161 students completed the questionnaire. Females had significantly higher exhaustion scores than males. Males preferred independent and competitive learning styles. The MLR analysis revealed that the avoidant learning style was the strongest predictor of total burnout (β = 3.14), indicating that disengagement is the primary driver of burnout. Conversely, the collaborative style significantly buffered against emotional detachment (β = -1.32), and the participant style significantly reduced emotional exhaustion (β = -1.89). The MLR confirmed that the relationship between avoidant style and burnout was independent of gender. Dependent, independent, and competitive learning styles had no significant predictive impact on burnout. Also, the study found no link between age, living situation, and learning style preferences. The avoidant learning style is an independent risk factor for burnout in undergraduate medical students, while collaborative and participant styles are protective. The findings emphasize the importance of early screening for avoidant characteristics and using adaptable teaching techniques that promote engagement and teamwork to mitigate high-risk learning behaviors and reduce burnout rates. Future work could investigate the mechanisms underlying this relationship and the roles of other variables, such as social support and personality traits.",D4: Inventory / virtual possession
41736904,The impact of isolated ACL and MCL injuries on career longevity and performance metrics in elite rugby union players.,Rubin Jared et al.,2026,Journal of orthopaedics,"Knee ligament injuries are common in elite rugby union players and are associated with performance limitations. However, comparative data on long-term performance and career patterns after isolated anterior cruciate ligament (ACL) versus medial collateral ligament (MCL) injuries remain limited. A retrospective review of elite rugby union players who sustained an isolated partial or complete ACL or MCL tear from 2013 to 2025 was performed. Data were collected from rugby databases and media reports, and included player demographics, injury characteristics, and performance metrics. A Wilcoxon signed rank test was used to compare pre-injury and post-injury performance metrics, with a p value < 0.05 determined as statistically significant. Twenty-eight players sustained ACL injuries and 23 sustained MCL injuries. At 9.8 ± 3.1 months, 96.4% of ACL-injured players returned to sport, while 100% of MCL-injured players returned at 1.9 ± 2.1 months. ACL-injured players demonstrated significant declines in games played, tries, and points scored in the season following injury. Over time, performance largely stabilized, but total seasons played decreased. Players with MCL injuries demonstrated short-term performance declines but played a. similar number of seasons before and after injury. Re-injury occurred in 17.9% of ACL cases and 13.0% of MCL cases, with greater re-injury frequency and shorter intervals between injuries in the ACL cohort. ACL injuries in elite rugby union players were associated with longer return to sport (RTS) times and fewer post-injury seasons despite recovery of performance metrics. MCL injuries allowed faster RTS and preserved career length but were associated with decreased performance. Re-injury led to further performance decline in both cohorts. These findings highlight distinct patterns of career and performance impact following ACL versus MCL injury in elite rugby union players. IV.",D5: Completionism
41736144,Insight into sonography specialists' knowledge concerning grayscale and doppler artifacts: across-sectional survey study in Sudan.,Abdelrahim Ahmed et al.,2026,BMC research notes,,
41736137,Study protocol: feasibility of a hearing program in primary care for underserved older adults.,Friedmann David R et al.,2026,Pilot and feasibility studies,"Age-related hearing loss is highly prevalent, underrecognized, and consequently, undertreated. Hearing loss can have a substantial negative impact on communication and biopsychosocial health. We hypothesize that offering validated hearing assessments and a point-of-care counseling program in an older, underserved population will be more accessible and acceptable than the traditional pathway for audiology care, particularly in marginalized communities. This convergent mixed methods feasibility study will assess the implementation of a hearing program embedded in a quality improvement initiative within the Geriatric Clinic of New York City Health and Hospital's Bellevue Hospital Center and the feasibility of recruiting for a future efficacy trial to test the intervention. Adult patients ≥ 60 years who are proficient in English or Spanish and not currently using hearing rehabilitation are eligible for initial screening. Hearing level, including individual ear severity, is identified using a validated tablet-based measure of pure tone audiometry and a self-report measure of hearing disability. We define hearing loss subjectively based on a score of 8 or greater on the Hearing Handicap Inventory-Screen (HHI-S) or using a four-frequency pure tone average > 25 dB hearing level in the better ear, representing at least a mild hearing loss. Patients who are determined to have measurable hearing loss and provide informed consent will be invited to participate in a pilot study and randomized to one of two approaches: (1) a counseling on alternative rehabilitation strategies intervention arm or (2) usual care with referral to the audiology pathway. Primary feasibility outcomes include recruitment and retention rates, intervention adherence, acceptability, and the ability to collect outcome measurements. We will also explore changes in HHI-S scores over 3 months and assess subsequent audiology service utilization in both groups. In addition to the quantitative data, we will include key participant interviews with staff and patients to assess feasibility from participant attitudes. This study will provide insights into the feasibility of offering hearing screening/assessments and counseling in primary care and its potential to improve access to hearing care for underserved older adults. Findings will inform the design of future trials evaluating the impact of primary care-based tailored hearing interventions on patient health and quality of life. ClinicalTrials.gov NCT05943509, Trial registration date: July 13, 2023, Protocol Version: 1.",D4: Inventory / virtual possession
41735784,Online Personalized Normative Feedback to Foster Intention to Change and Help Seeking in Young Adults With Disordered Gambling and Trading Behaviors: Protocol for a Randomized Controlled Trial.,Coloma-Carmona Ainhoa et al.,2026,JMIR research protocols,"Despite the availability of treatment options, help-seeking rates among individuals with gambling problems remain low. To reach a broader population of those affected by disordered gambling, online and self-guided interventions have been developed. Personalized normative feedback (PNF) is one of the most widely used strategies for preventing gambling issues among young adults. However, most studies on PNF efficacy focus solely on its impact on the intensity and severity of gambling behavior, without exploring its potential to increase intention to change and help-seeking behaviors. Furthermore, there is a lack of studies assessing the efficacy of PNF in addressing emerging online gambling-like behaviors, such as betting within video games or excessive financial trading of high-risk assets (eg, cryptocurrencies), which have been linked to gambling disorder. This study aims to (1) quantify intention to change and the prevalence of help-seeking behaviors in young adults in Spain with disordered gambling or trading behaviors and (2) assess the efficacy of online PNF in increasing these behaviors. A randomized controlled trial using a Solomon 3-group design was conducted with a sample of emerging adults aged 18 to 34 years. The study included 3 assessments: a pretest, an immediate posttest, and a 12-week follow-up assessment. Participants were randomized into 1 of 3 conditions, with the intervention group receiving online PNF. The primary outcomes were intention to change and help-seeking behaviors. Secondary outcomes included gambling and trading behaviors (intensity, frequency, and severity) and their longitudinal trajectories. Individual, interpersonal, and contextual factors will be assessed to identify the profile of individuals most likely to benefit from this intervention. The study was funded in December 2023 by the Spanish Ministry of Social Rights, Consumer Affairs and 2030 Agenda (SUBV23/00004) and approved by the Ethics Committee of the Miguel Hernández University. The first study assessment was conducted between December 2024 and January 2025. A total of 1889 people completed the eligibility assessment, of whom 1112 (58.9%) met the inclusion criteria (gambling or trading within the past 60 days) and were enrolled in the trial. The 12-week follow-up was finalized in March 2025, with 666 completing the final assessment (59.9% retention). Data collection has been completed, statistical analyses are ongoing, and primary results are expected to be published in March 2026. By examining motivational outcomes rather than behavioral change alone, this trial addresses a key gap in the literature on digital interventions for gambling-related harm. Findings are expected to inform the development of scalable prevention and early intervention strategies targeting gambling and gambling-like behaviors in young adults.",D3: Gacha / Loot box; D5: Completionism
41735609,Breaking Barriers: Intranasal Microemulsions for the Efficient Nose-to-brain Delivery of Glycyrrhetinic Acid.,Gad Sara R et al.,2026,AAPS PharmSciTech,"Herbal drugs have been investigated for multiple neurodegenerative diseases because of their multi-targeted mechanisms of action and relatively low toxicity profile. However, due to their unfavorable physicochemical properties that limit their action, nanocarriers are warranted to enhance their delivery and hence their therapeutic effect. In this study, an intranasal microemulsion (ME) of the lipophilic molecule glycyrrhetinic acid (GA), a triterpenoid derived from licorice root that is widely known for its antioxidant and anti-inflammatory properties, was developed for the treatment of Alzheimer's disease (AD). Pseudo-ternary phase diagrams were constructed and the prepared ME systems were optimized using Simplex lattice mixture experimental design. The selected loaded lauroglycol MEs (GA-ME LG) were of droplet size 5.61 ± 0.01 nm and PDI of 0.521 ± 0.032. They showed a significantly high physical stability up to 3 months at room temperature and in the refrigerator. The ex vivo permeation study across sheep nasal mucosa revealed that GA-loaded ME LG exhibited a significant increase in steady-state flux after 8 h compared to GA suspension by 5.67-fold (p < 0.05). SCOP-induced memory impairment in rats was ameliorated by intranasal injection of GA ME LG at a concentration of 1 mg/kg, in a comparable way to the oral route (at a dosage 50 times higher than MEs) (p < 0.05). Additionally, GA ME LG counteracted SCOP-induced oxidative damage (p < 0.05). Collectively, GA-loaded MEs can deliver GA to the brain efficiently and might offer potential treatment for AD patients.",
41735173,Effectiveness of Virtual Reality for Pain Relief in Procedures Related to Obstetrics and Gynaecology: A Systematic Review and Meta-Analysis of Randomised Controlled Trials.,Teh Jhia Jiat et al.,2026,BJOG : an international journal of obstetrics and gynaecology,"Immersive virtual reality (VR) technology offers a non-invasive, non-pharmacological approach to reduce pain perception in patients undergoing diagnostic or interventional procedures. To systematically evaluate the efficacy of immersive VR technology in reducing pain perception during obstetric and gynaecological procedures. We searched MEDLINE, EMBASE, CENTRAL, and CINAHL databases from inception to January 2025. We included randomised controlled trials (RCTs) evaluating VR interventions in women undergoing obstetric or gynaecological procedures. We performed meta-analyses using random-effects models and assessed risk of bias using the Cochrane risk-of-bias tool for randomised trials. 49 RCTs (5355 participants) were included. Due to clinical heterogeneity, data were analysed separately. VR resulted in a larger, consistent reduction in pain scores compared with standard care in labour (11 studies; SMD -0.93, 95% CI -1.25 to -0.60) compared to minor procedures (29 studies; SMD -0.64, 95% CI -0.97 to -0.32). VR also significantly reduced anxiety scores in both labour (8 studies; SMD -1.13, 95% CI -1.80 to -0.45) and minor procedures (17 studies; SMD -0.74, 95% CI -1.18 to -0.29). Our analysis was limited by high levels of heterogeneity and variability in procedural protocols. Immersive VR technology appears effective for reducing pain and anxiety during obstetric and gynaecological procedures, particularly during childbirth, despite substantial statistical heterogeneity. Further research is needed to optimise implementation strategies and establish clinical practice guidelines.",
41735141,Accelerating care for knee injuries: Impact of a novel acute knee injury virtual triage clinic on timely diagnosis and treatment.,Hermena Shady et al.,2026,The surgeon : journal of the Royal Colleges of Surgeons of Edinburgh and Ireland,"Knee injuries are a common presentation to Emergency Departments (ED). Initial assessment prioritizes the exclusion of fractures, dislocations and other urgent pathologies. However, subsequent soft-tissue knee injuries referral pathways to orthopedic services remains inconsistent. Variability in orthopedic referral pathways may lead to delays in definitive diagnosis and intervention, potentially compromising recovery and long-term functional outcomes. This study reviews the first 250 patients referred from ED to an acute knee injury virtual triage clinic. Virtual clinic referrals were reviewed by orthopaedic consultant specialising in soft-tissue knee injuries or knee specialist physiotherapist. Data collected included patient demographics, injury characteristics, imaging and immobilization in the ED, time intervals from ED presentation to virtual review, MRI utilisation, and the need for surgical intervention. Of the 250 patients reviewed, 111 (44.4%) were female and 139 (55.6%) were male, with a mean age of 30.3 years (SD 8.7). Injuries were evenly distributed between right (49.6%) and left (50.4%) knees. Sports accounted for 40.4% of injury mechanisms, with football alone representing 21.2%. ED radiographs were obtained in 82.4% of patients, and a non-hinged splint was applied in 73.6%. The median time from ED attendance to virtual review was within 72 h (mean 2.74 days). Thirty-six patients (14.4%) were discharged after virtual assessment, and 34.8% were referred for MRI. Overall, 19.6% underwent surgery, with a mean time from injury to operation of 51 days (range 4-268, median = 29.5). Sports-related injury was associated with higher MRI use (OR 2.5, 95% CI 1.4-4.4; p = 0.002). An acute knee virtual triage clinic enabled timely specialist review, selective MRI use, and targeted surgical referral, safely avoiding unnecessary face-to-face visits in over one in seven cases. This streamlined pathway appears to improve efficiency and supports early decision-making for clinically stable patients with suspected knee soft injuries following ED assessment.",
41735047,Integrating an exercise specialist supported by mHealth technology to increase exercise and physical activity adherence in a paediatric Complications from Excess Weight Service (MOTIVATE-CEW): a feasibility study.,Davies Andrew Paul et al.,2026,Archives of disease in childhood,"Assess the feasibility of embedding an exercise specialist-led, mHealth-supported physical activity and exercise intervention (MOTIVATE-CEW) into a UK Complications from Excess Weight (CEW) service. Feasibility, single-site, parallel-group randomised controlled trial. Participants were recruited from Alder Hey Children's Hospital (AHCH) CEW service. Young people (12-18 years) receiving care from the AHCH CEW service. Participants were randomised 1:1 to usual care or usual care and intervention (MOTIVATE-CEW). MOTIVATE-CEW participants codesigned a 3-month, home-delivered, personalised progressive physical activity programme supported by virtual counselling sessions from an exercise specialist and biofeedback from wearable technologies. The primary outcomes were recruitment rate, retention and adherence to purposeful exercise. Exploratory clinical data on effectiveness were collected at baseline and post-intervention (3 months). n=72 young people aged over 12 years were registered with the AHCH CEW service and approached to participate. n=25 were ultimately randomised (age 15±1; 52% female; 84% white), giving a recruitment rate of 27%. Retention at 3 months was 88%. Over the 3-month intervention, heart rate monitor data suggested MOTIVATE-CEW participants completed more exercise sessions (MOTIVATE-CEW 2±2 sessions/week; usual care 0±0 sessions/week; d=1.04) and exercised for longer (MOTIVATE-CEW 80±102 min/week; usual care 8±20 min/week; d=0.99) than usual care. At 3 months, 33% of MOTIVATE-CEW participants were still exercising compared with 8% in usual care. The MOTIVATE-CEW intervention showed promising effects on exercise behaviour. Good reach and data availability suggest the study design could be feasible within future trials. NCT04854915.",
41734734,Tool embodiment across the lifespan.,Jahanian Najafabadi Amir et al.,2026,Acta psychologica,"Research has consistently shown that expertise in tool-use is associated with a phenomenon known as tool embodiment. Additionally, prior research has shown that higher ownership ratings over virtual tools in young adults are predicted by a reduction in perceived tactile distance of the forearm, whereas the sense of agency over virtual tools appears to arise independently of changes in perceptual estimation. In this study, we investigated whether the subjective ratings of ownership and agency over tools of different sizes used for grasping objects in both near and far space can be predicted by forearm tactile distance perception and perceived reaching distance (RDE). Additionally, we tested whether this embodiment process varies across the lifespan. Participants aged 12 to 80 years completed two experimental sessions using a well-established tool-use paradigm to manipulate objects in both near (within arm's reach) and far space (beyond arm's reach). A tactile distance judgment (TDJ) task was administered on the forearm in the proximodistal orientation. Subjective ratings of ownership and agency over the tool were collected through a post-task questionnaire. Results revealed significant effects of age and training space on ownership ratings, along with robust three-way interactions involving residual tactile distance estimation error and perceived reaching distance error. Overall, results revealed higher subjective ratings of ownership over the tool in adolescents and young adults compared to other age groups independent of training space. Results further revealed higher subjective ratings of ownership are significantly predicted by reduced forearm tactile distance estimation error in adolescents and young adults compared to middle-aged group in the far training condition. Higher ratings of agency over the tool were also significantly predicted by perceived forearm tactile distance interactively with training space conditions and age, however, effects were not significantly different dependent on age or training space condition. In addition, perceived reaching distance estimation error significantly predicted higher ratings of ownership and agency over the tool. More specifically, higher ratings of ownership were significantly predicted in adolescents and young adults compared to middle-aged adults in far space. For agency, however, higher ratings were predicted by perceived reaching distance independent of age or training space. Collectively, these results suggest that sensorimotor-based embodiment experiences, especially the extent that the ownership is perceived over the tool, are modulated by both perceived reaching distance and forearm tactile distance perception, with effects being most pronounced in adolescents and young adults.",
