openalex_id,pmid,doi,title,abstract,year,journal,authors,type,cited_by_count,domain_query
W2132530545,20396428,10.4306/pi.2010.7.1.17,"The Relationships between Online Game Player Biogenetic Traits, Playing Time, and the Genre of the Game Being Played","OBJECTIVE: Psychobiological traits may be associated with excessive Internet use. This study assessed the relationships between biogenetic traits, the amount of time spent in online game playing, and the genre of the online game being played. METHODS: Five hundred sixty five students who enjoyed one of the four types of games included in this study were recruited. The types of games examined included role playing games (RPG), real-time strategy games (RTS), first person shooting games (FPS), and sports games. Behavioral patterns of game play, academic performance, and player biogenetic characteristics were assessed. RESULTS: The amount of time that the participants spent playing online games was significantly greater on weekends than on weekdays. On weekends, the types of games with the largest numbers of participants who played games for more than three hours were ranked as follows: RPG and FPS, RTS, and sports games. The Young's Internet Addiction Scale (YIAS)score for the RPG group was the highest among the groups of the four types of game players. The time that participants spent playing games on weekdays was negatively associated with academic performance, especially for the RPG and FPS groups. Compared with the other groups, the RPG and RTS groups had higher novelty seeking (NS) scores and self-directedness (SD) scores, respectively. Additionally, the sports game group had higher reward dependency scores than the other groups. CONCLUSION: These results suggest that RPGs may have specific factors that are attractive to latent game addicts with higher NS scores. Additionally, excessive playing of online games is related to impaired academic performance.",2010,Psychiatry Investigation,Jun Won Kim; Doug Hyun Han; Doo Byung Park; Kyung Joon Min; Churl Na,article,44,D4
W4247435554,,10.1287/mnsc.1040.0266,Information Distortion in a Supply Chain: The Bullwhip Effect,"(This article originally appeared in Management Science, April 1997, Volume 43, Number 4, pp. 546–558, published by The Institute of Management Sciences.) Consider a series of companies in a supply chain, each of whom orders from its immediate upstream member. In this setting, inbound orders from a downstream member serve as a valuable informational input to upstream production and inventory decisions. This paper claims that the information transferred in the form of “orders” tends to be distorted and can misguide upstream members in their inventory and production decisions. In particular, the variance of orders may be larger than that of sales, and distortion tends to increase as one moves upstream—a phenomenon termed “bullwhip effect.” This paper analyzes four sources of the bullwhip effect: demand signal processing, rationing game, order batching, and price variations. Actions that can be taken to mitigate the detrimental impact of this distortion are also discussed.",2004,Management Science,Hau L. Lee; Vineet Padmanabhan; Seungjin Whang,article,369,D4
W2021200112,,10.1016/j.ejor.2010.06.025,Cooperative game theory and inventory management,,2010,European Journal of Operational Research,M. Gloria Fiestras-Janeiro; Ignacio Garcı́a-Jurado; Ana Meca; Manuel A. Mosquera,article,133,D4
W2201675519,26748076,10.1016/j.adolescence.2015.12.001,Super Mario brothers and sisters: Associations between coplaying video games and sibling conflict and affection,"Video games can be played in many different contexts. This study examined associations between coplaying video games between siblings and levels of affection and conflict in the relationship. Participants were 508 adolescents (M age = 16.31 years of age, SD = 1.08) who completed questionnaires on video game use and sibling relationships. Participants were recruited from a large Northwestern city and a moderate city in the Mountain West of the United States. Video games played between siblings were coded by an independent sample to assess levels of physical aggression and prosocial behavior in each game. Playing video games with a sibling was associated with higher levels of sibling affection for both boys and girls, but higher levels of conflict for boys only. Playing a violent video game with a brother was associated with lower levels of conflict in the sibling relationship, whereas playing a prosocial video game was not related to any sibling outcome. The value of video games in sibling relationships will be discussed, with a focus on the type of game and the sex of the adolescent.",2015,Journal of Adolescence,Sarah M. Coyne; Alexander C. Jensen; Nathan J. Smith; Daniel H. Erickson,article,30,D4
W1851696508,19247779,10.1007/s12630-008-9008-3,An evidence-based review of parental presence during anesthesia induction and parent/child anxiety,,2008,Canadian Journal of Anesthesia/Journal canadien d anesthésie,Josie Chundamala; James G. Wright; Sheelagh M. Kemp,review,129,D4
W2627086545,,10.1007/978-3-319-60639-2_23,What Distinguishes a Traditional Gaming Experience from One in Virtual Reality? An Exploratory Study,,2017,Advances in intelligent systems and computing,Federica Pallavicini; Ambra Ferrari; Andrea Zini; Giacomo Garcea; Andrea Zanacchi,book-chapter,35,D4
W3127243290,33560241,10.2196/23886,Adolescent Problem Gaming and Loot Box Purchasing in Video Games: Cross-sectional Observational Study Using Population-Based Cohort Data,"Background Video game loot boxes, which can typically be purchased by players or are given as reward, contain random virtual items, or loot, ranging from simple customization options for a player's avatar or character, to game-changing equipment such as weapons and armor. Loot boxes have drawn concern, as purchasing loot boxes might lead to the development of problematic gambling for adolescents. Although parental problem gambling is associated with adolescent problem gambling, no studies have evaluated the prevalence of loot box purchases in adolescents’ parents. Objective This study investigated the association between loot box purchasing among adolescents and parents, and problem online gaming in population-based samples. Methods In total, 1615 adolescent (aged 14 years) gamers from Japan responded to a questionnaire regarding their loot box purchasing and problem online gaming behaviors. Problem online gaming was defined as four or more of the nine addictive behaviors from the Diagnostic and Statistical Manual of Mental Disorders. The adolescents’ primary caregivers were asked about their loot box purchasing. Results Of the 1615 participants, 57 (3.5%) reported loot box purchasing. This prevalence did not differ according to primary caregivers’ loot box purchasing, but adolescents who purchased loot boxes were significantly more likely to exhibit problem online gaming (odds ratio 3.75, 95% CI 2.17-6.48). Conclusions Adolescent loot box purchasing is linked to problem online gaming, but not with parents’ loot box purchasing. Measures to reduce these behaviors should target reducing addictive symptoms in young video gamers.",2021,JMIR Serious Games,Soichiro Ide; Miharu Nakanishi; Syudo Yamasaki; Kazutaka Ikeda; Shuntaro Ando,article,35,D4
W2105146137,,10.1016/j.compedu.2013.06.013,The development approach of a pedagogically-driven serious game to support Relationship and Sex Education (RSE) within a classroom setting,"Didactic approaches to Relationships and Sex Education (RSE) have been shown to yield limited outcomes when compared to approaches that stimulate peer discussion and debate. Creating effective interventions, which stimulate peer involvement, remains a demanding task and finding a solution that is not only engaging but also pedagogically sound is vital. A case thus exists for exploring how game technology might facilitate more feasible solutions. This paper presents the development approach of a digital game: PR:EPARe (Positive Relationships: Eliminating Coercion and Pressure in Adolescent Relationships), designed by a cross-disciplinary team of UK researchers from Coventry University's Studies in Adolescent Sexual Health (SASH) research group and the Serious Games Institute (SGI). Psychological targets for game content were identified through Intervention Mapping (IM) and the game design process was based on the Four-Dimensional Framework of Learning (4DF) emphasizing the context of deployment, learner profiling and the pedagogical perspective that influence the mode of representation of the learning content. Early efficacy testing of the game solution was validated through a cluster-randomized controlled trial in local schools (n = 505) indicated some positive outcomes in favour of the game-based approach, based on self-reported measures of psycho-social preparedness for avoiding coercion (F [3, 501] = 15.306, p < .001, ηp2 = 0.084). Analysis of observation data suggests that blending this interactive game-based approach with traditional classroom delivery encouraged the teachers and students to engage in communal discussions and debriefing during and after game play. Together, the results demonstrated real benefits for pedagogy-driven game-based approaches to support the delivery of RSE within a classroom setting.",2013,Computers & Education,Sylvester Arnab; Katherine Brown; Samantha Clarke; Ian Dunwell; Theodore Lim,article,160,D4
W3157054077,,10.1177/15554120211014151,The Industry of Landlords: Exploring the Assetization of the Triple-A Game,"The monetization of the modern Triple-A game has undergone severe changes, as free-to-play revenue models and game as a service distribution strategy have become standard for game developers. To date, the established tradition of the industry’s political–economic analysis focused on the value extraction and user exploitation of video game as a cultural commodity, centered on the video game as generating value through the selling of boxed or digital units. In this article, we present a new analytical framework grounded in understanding the modern video game as an asset that continuously generates revenue for its owners. This theoretical lens encapsulates the changes in contemporary game development, distribution, and value generation. To demonstrate, we apply it to the analysis of the monetization strategies of three recent free-to-play Triple-A titles: Fortnite (2017), Apex Legends (2019), and Call of Duty: Warzone (2020).",2021,Games and Culture,Alexander Bernevega; Alex Gekker,article,58,D4
W3022655122,32379808,10.1371/journal.pone.0232780,"The changing face of desktop video game monetisation: An exploration of exposure to loot boxes, pay to win, and cosmetic microtransactions in the most-played Steam games of 2010-2019","It is now common practice for video game companies to not just sell copies of games themselves, but to also sell in-game bonuses or items for a small real-world fee. These purchases may be purely aesthetic (cosmetic microtransactions) or confer in-game advantages (pay to win microtransactions), and may also contain these items as randomised contents of uncertain value (loot boxes). The growth of microtransactions has attracted substantial interest from both gamers, academics, and policymakers. However, it is not clear either how frequently exposed players are to these features in desktop games, or when any growth in exposure occurred. In order to address this, we analysed the play history of the 463 most-played Steam desktop games from 2010 to 2019. Results of exploratory joinpoint analyses suggested that cosmetic microtransactions and loot boxes experienced rapid growth during 2012-2014, leading to high levels of exposure by April 2019: 71.2% of the sample played games with loot boxes at this point, and 85.89% played games with cosmetic microtransactions. By contrast, pay to win microtransactions did not appear to experience similar growth in desktop games during the period, rising gradually to an exposure rate of 17.3% by November 2015, at which point growth decelerated significantly (p<0.001) to the point where it was not significantly different from zero (p = 0.32).",2020,PLoS ONE,David Zendle; Rachel Meyer; Nick Ballou,article,111,D4
W2770932585,29209202,10.3389/fnagi.2017.00382,Neural Basis of Enhanced Executive Function in Older Video Game Players: An fMRI Study,"Video games have been found to have positive influences on executive function in older adults; however, the underlying neural basis of the benefits from video games has been unclear. Adopting a task-based functional magnetic resonance imaging study targeted at the flanker task, the present study aims to explore the neural basis of the improved executive function in older adults with video game experiences. Twenty video game players (VGPs) and twenty non-video game players (NVGPs) of 60 years of age or older participated in the present study, and there are no significant differences in age (t = 0.62, p = 0.536), gender ratio (t = 1.29, p = 0.206) and years of education (t = 1.92, p = 0.062) between VGPs and NVGPs. The results show that older VGPs present significantly better behavioural performance than NVGPs. Older VGPs activate greater than NVGPs in brain regions, mainly in frontal-parietal areas, including the right middle frontal gyrus, the right inferior frontal gyrus, the left supramarginal gyrus, the right angular gyrus, the right precuneus and the left paracentral lobule. The present study reveals that video game experiences may have positive influences on older adults in behavioural performance and the underlying brain activation. These results imply the potential role that video games can play as an effective tool to improve cognitive ability in older adults.",2017,Frontiers in Aging Neuroscience,Ping Wang; Xing-Ting Zhu; Zhigang Qi; Silin Huang; Hui‐Jie Li,article,37,D4
W2586953456,28183689,10.2196/games.6026,Game-Based Rehabilitation for Myoelectric Prosthesis Control,"BACKGROUND: A high number of upper extremity myoelectric prosthesis users abandon their devices due to difficulties in prosthesis control and lack of motivation to train in absence of a physiotherapist. Virtual training systems, in the form of video games, provide patients with an entertaining and intuitive method for improved muscle coordination and improved overall control. Complementary to established rehabilitation protocols, it is highly beneficial for this virtual training process to start even before receiving the final prosthesis, and to be continued at home for as long as needed. OBJECTIVE: The aim of this study is to evaluate (1) the short-term effects of a commercially available electromyographic (EMG) system on controllability after a simple video game-based rehabilitation protocol, and (2) different input methods, control mechanisms, and games. METHODS: Eleven able-bodied participants with no prior experience in EMG control took part in this study. Participants were asked to perform a surface EMG test evaluating their provisional maximum muscle contraction, fine accuracy and isolation of electrode activation, and endurance control over at least 300 seconds. These assessments were carried out (1) in a Pregaming session before interacting with three EMG-controlled computer games, (2) in a Postgaming session after playing the games, and (3) in a Follow-Up session two days after the gaming protocol to evaluate short-term retention rate. After each game, participants were given a user evaluation survey for the assessment of the games and their input mechanisms. Participants also received a questionnaire regarding their intrinsic motivation (Intrinsic Motivation Inventory) at the end of the last game. RESULTS: Results showed a significant improvement in fine accuracy electrode activation (P<.01), electrode separation (P=.02), and endurance control (P<.01) from Pregaming EMG assessments to the Follow-Up measurement. The deviation around the EMG goal value diminished and the opposing electrode was activated less frequently. Participants had the most fun playing the games when collecting items and facing challenging game play. CONCLUSIONS: Most upper limb amputees use a 2-channel myoelectric prosthesis control. This study demonstrates that this control can be effectively trained by employing a video game-based rehabilitation protocol.",2017,JMIR Serious Games,Cosima Prahm; Ivan Vujaklija; Fares Kayali; Peter Purgathofer; Oskar C. Aszmann,article,64,D4
W2415552970,27378963,10.3389/fpsyg.2016.00832,Smartphone Applications Utilizing Biofeedback Can Aid Stress Reduction,"INTRODUCTION: Stress is one of the leading global causes of disease and premature mortality. Despite this, interventions aimed at reducing stress have low adherence rates. The proliferation of mobile phone devices along with gaming-style applications allows for a unique opportunity to broaden the reach and appeal of stress-reduction interventions in modern society. We assessed the effectiveness of two smartphone applications games combined with biofeedback in reducing stress. METHODS: We compared a control game to gaming-style smartphone applications combined with a skin conductance biofeedback device (the Pip). Fifty participants aged between 18 and 35 completed the Trier Social Stress Test. They were then randomly assigned to the intervention (biofeedback game) or control group (a non-biofeedback game) for thirty minutes. Perceived stress, heart rate and mood were measured before and after participants had played the games. RESULTS: A mixed factorial ANOVA showed a significant interaction between time and game type in predicting perceived stress [F(1,48) = 14.19, p < 0.001]. Participants in the biofeedback intervention had significantly reduced stress compared to the control group. There was also a significant interaction between time and game in predicting heart rate [F(1,48) = 6.41, p < 0.05]. Participants in the biofeedback intervention showed significant reductions in heart rate compared to the control group. DISCUSSION: This illustrates the potential for gaming-style smartphone applications combined with biofeedback as stress reduction interventions.",2016,Frontiers in Psychology,Alison C. Dillon; Mark Kelly; Ian H. Robertson; Deirdre A. Robertson,article,155,D4
W2580517642,28149509,10.1186/s40035-017-0073-9,Music therapy is a potential intervention for cognition of Alzheimer’s Disease: a mini-review,"Alzheimer's Disease (AD) is a global health issue given the increasing prevalence rate and the limitations of drug effects. As a consequent, non-pharmacological interventions are of importance. Music therapy (MT) is a non-pharmacological way with a long history of use and a fine usability for dementia patients. In this review, we will summarize different techniques, diverse clinical trials, and the mechanisms of MT as it is helpful to the cognition in AD, providing reference for future research. Many articles have demonstrated that MT can reduce cognitive decline especially in autobiographical and episodic memories, psychomotor speed, executive function domains, and global cognition. MT is a promising intervention for strategy of dementia especially of AD and it must be started as early as possible. However, more evidences with prospective, randomized, blinded, uniform and rigorous methodological investigations are needed. And we should consider to combine MT with other cognitive stimulations such as dance, physical exercise, video game, art and so on.",2017,Translational Neurodegeneration,Rong Fang; Shengxuan Ye; Jiangtao Huangfu; David P. Calimag,review,193,D4
W4321370273,,10.1038/s44159-023-00153-4,A taxonomy of technology design features that promote potentially addictive online behaviours,,2023,Nature Reviews Psychology,Maèva Flayelle; Damien Brevers; Daniel L. King; Pierre Maurage; José C. Perales,article,167,D4
W2071941175,,10.2307/1911978,Dynamic Oligopoly with Inventories,This paper develops a dynamic model of oligopoly and discusses the existence and characteristics of optimal policies for firms in such a model. The firms are assumed to face a random demand so they hold inventories which fluctuate from one period to the next. This necessitates a dynamic model rather than a static one. Our extension of the equilibrium concept to the oligopoly model is founded on recent generalizations of Shapley's stochastic game. We show the existence of equilibrium price-quantity strategies for the firms and also (i) an equilibrium strategy may be found by solving an appropriate static game and (ii) the quantity part of the strategy is often a constant (time invariant).,1974,Econometrica,Alan Kirman; Matthew J. Sobel,article,96,D4
W2880151681,30578205,10.2196/jmir.9559,A Mobile Game for Patients With Breast Cancer for Chemotherapy Self-Management and Quality-of-Life Improvement: Randomized Controlled Trial,"BACKGROUND: The application of game-based learning in clinical practice has shown potential advantages in previous studies. However, there have been little efforts to use smartphone-based mobile games in the management of adult patients with cancer. OBJECTIVE: The objective of our study was to evaluate if patient education using a mobile game may increase drug compliance, decrease physical side effects of chemotherapy, and improve psychological status in breast cancer patients. METHODS: A total of 76 patients with metastatic breast cancer who were planned to receive cytotoxic chemotherapy were enrolled in this trial. Study participants were randomly assigned to a mobile game play group (game group, n=36) or a conventional education group (control group, n=40) in a ratio of 1:1. The patients were unblinded and followed prospectively for 3 weeks. Outcome measures included time spent for education, compliance to medication, physical side effects, and psychological side effects including quality of life (QoL). RESULTS: Overall, 72 out of 76 patients completed the study after 3 weeks (95%). The subjects in the game group showed high levels of satisfaction with the app. The time spent playing the mobile game in the game group was longer than that spent for self-education in the control group (mean 22.2, SD 6.1 vs mean 5.5, SD 4.0 minutes a day; P<.001). The mobile game group showed better drug adherence (Korean version of the Medication Adherence Rating Scale; mean 7.6, SD 0.7 vs mean 6.5, SD 0.5; P<.001). The use of the mobile game was associated with lower rates of chemotherapy-related side effects, such as nausea, fatigue, numbness of hand or foot, and hair loss, than the control group. The game group exhibited better QoL during chemotherapy (mean 74.9, SD 3.5 vs mean 72.2, SD 5.3; P=.01). However, there were no significant differences in terms of depression and anxiety scales. CONCLUSIONS: This study suggests the feasibility and potentiality of the use of smartphone mobile games for patients with breast cancer receiving chemotherapy. Education using a mobile game led to better patient education, improved drug compliance, decreased side effects, and better QoL compared with conventional education. Mobile games can be used as easy, fun, and effective measures for patient education and have the potential to improve treatment outcomes. TRIAL REGISTRATION: ClinicalTrials.gov NCT03205969; http://clinicaltrials.gov/ct2/show/NCT03205969 (Archived by WebCite at http://www.webcitation.org/71jfSBOq9).",2018,Journal of Medical Internet Research,Hee Jun Kim; Sun Mi Kim; Hee-Chul Shin; Joung-Soon Jang; Young In Kim,article,164,D4
W3096090063,,10.3390/su12219106,The Impact of a Multitasking-Based Virtual Reality Motion Video Game on the Cognitive and Physical Abilities of Older Adults,"This study demonstrates how playing a well-designed multitasking motion video game in a virtual reality (VR) environment can positively impact the cognitive and physical health of older players. We developed a video game that combines cognitive and physical training in a VR environment. The impact of playing the game was measured through a four-week longitudinal experiment. Twenty healthy older adults were randomly assigned to either an intervention group (i.e., game training) or a control group (i.e., no contact). Participants played three 45-min sessions per week completing cognitive tests for attention, working memory, reasoning and a test for physical balance before and after the intervention. Results showed that compared to the control group, the game group showed significant improvements in working memory and a potential for enhancing reasoning and balance ability. Furthermore, while the older adults enjoyed playing the video game, ability enhancements were associated with their intrinsic motivation to play. Overall, cognitive training with multitasking VR motion video games has positive impacts on the cognitive and physical health of older adults.",2020,Sustainability,Xiaoxuan Li; Kavous Salehzadeh Niksirat; Shanshan Chen; Dongdong Weng; Sayan Sarcar,article,40,D4
W1807025324,17309790,10.1186/1743-0003-4-3,Design strategies to improve patient motivation during robot-aided rehabilitation,"BACKGROUND: Motivation is an important factor in rehabilitation and frequently used as a determinant of rehabilitation outcome. Several factors can influence patient motivation and so improve exercise adherence. This paper presents the design of two robot devices for use in the rehabilitation of upper limb movements, that can motivate patients during the execution of the assigned motor tasks by enhancing the gaming aspects of rehabilitation. In addition, a regular review of the obtained performance can reinforce in patients' minds the importance of exercising and encourage them to continue, so improving their motivation and consequently adherence to the program. In view of this, we also developed an evaluation metric that could characterize the rate of improvement and quantify the changes in the obtained performance. METHODS: Two groups (G1, n = 8 and G2, n = 12) of patients with chronic stroke were enrolled in a 3-week rehabilitation program including standard physical therapy (45 min. daily) plus treatment by means of robot devices (40 min., twice daily) respectively for wrist (G1) and elbow-shoulder movements (G2). Both groups were evaluated by means of standard clinical assessment scales and the new robot measured evaluation metric. Patients' motivation was assessed in 9/12 G2 patients by means of the Intrinsic Motivation Inventory (IMI) questionnaire. RESULTS: Both groups reduced their motor deficit and showed a significant improvement in clinical scales and the robot measured parameters. The IMI assessed in G2 patients showed high scores for interest, usefulness and importance subscales and low values for tension and pain subscales. CONCLUSION: Thanks to the design features of the two robot devices the therapist could easily adapt training to the individual by selecting different difficulty levels of the motor task tailored to each patient's disability. The gaming aspects incorporated in the two rehabilitation robots helped maintain patients' interest high during execution of the assigned tasks by providing feedback on performance. The evaluation metric gave a precise measure of patients' performance and thus provides a tool to help therapists promote patient motivation and hence adherence to the training program.",2007,Journal of NeuroEngineering and Rehabilitation,Roberto Colombo; Fabrizio Pisano; A. Mazzone; Carmen Delconte; Silvestro Micera,article,387,D4
W2177381015,26617550,10.3389/fpsyg.2015.01721,A Serious Videogame as an Additional Therapy Tool for Training Emotional Regulation and Impulsivity Control in Severe Gambling Disorder,"BACKGROUND: Gambling disorder (GD) is characterized by a significant lack of self-control and is associated with impulsivity-related personality traits. It is also linked to deficits in emotional regulation and frequently co-occurs with anxiety and depression symptoms. There is also evidence that emotional dysregulation may play a mediatory role between GD and psychopathological symptomatology. Few studies have reported the outcomes of psychological interventions that specifically address these underlying processes. OBJECTIVES: To assess the utility of the Playmancer platform, a serious video game, as an additional therapy tool in a CBT intervention for GD, and to estimate pre-post changes in measures of impulsivity, anger expression and psychopathological symptomatology. METHOD: The sample comprised a single group of 16 male treatment-seeking individuals with severe GD diagnosis. Therapy intervention consisted of 16 group weekly CBT sessions and, concurrently, 10 additional weekly sessions of a serious video game. Pre-post treatment scores on South Oaks Gambling Screen (SOGS), Barratt Impulsiveness Scale (BIS-11), I7 Impulsiveness Questionnaire (I7), State-Trait Anger Expression Inventory 2 (STAXI-2), Symptom Checklist-Revised (SCL-90-R), State-Trait Anxiety Inventory (STAI-S-T), and Novelty Seeking from the Temperament and Character Inventory-Revised (TCI-R) were compared. RESULTS: After the intervention, significant changes were observed in several measures of impulsivity, anger expression and other psychopathological symptoms. Dropout and relapse rates during treatment were similar to those described in the literature for CBT. CONCLUSION: Complementing CBT interventions for GD with a specific therapy approach like a serious video game might be helpful in addressing certain underlying factors which are usually difficult to change, including impulsivity and anger expression.",2015,Frontiers in Psychology,Salomé Tárrega; Laia Castro-Carreras; Fernando Fernández‐Aranda; Roser Granero; Cristina Giner‐Bartolomé,article,84,D4
W2756474818,,10.15294/komunitas.v9i2.9565,Causes and Effects of Online Video Game Playing among Junior-Senior High School Students in Malang East Java,"Science and technology development causes a lot of changes in any fields including the form of popular games among the Junior and Senior High School students in Indonesia. The traditional games that are famous formerly have been replaced by the modern games like online video game. This article discusses the cause and effect of the online video game playing on the Junior and Senior High Schools students in Malang. This study reveal that students play video games online due to peers pressure; and online video games are liked because they are considered more modern, practical, realistic and varied. Initially, students play online video games to relieve the fatigue due to studying at school, but subsequently, they are becoming addicted, and reach a condition that they find it difficult to stop playing games. This condition will directly affect their achievement in school.",2017,KOMUNITAS INTERNATIONAL JOURNAL OF INDONESIAN SOCIETY AND CULTURE,I Dewa Putu Eskasasnanda,article,37,D4
W2576320326,,10.14722/ndss.2016.23436,You are a Game Bot!: Uncovering Game Bots in MMORPGs via Self-similarity in the Wild,"Game bots are a critical threat to Massively Multiplayer Online Role-Playing Games (MMORPGs) because they can seriously damage the reputation and in-game economy equilibrium of MMORPGs. Existing game bot detection techniques are not only generally sensitive to changes in game contents but also limited in detecting emerging bot patterns that were hitherto unknown. To overcome the limitation of learning bot patterns over time, we propose a framework that detects game bots through machine learning technique. The proposed framework utilizes self-similarity to effectively measure the frequency of repeated activities per player over time, which is an important clue to identifying bots. Consequently, we use realworld MMORPG (""Lineage"", ""Aion"" and ""Blade & Soul"") datasets to evaluate the feasibility of the proposed framework. Our experimental results demonstrate that 1) self-similarity can be used as a general feature in various MMORPGs, 2) a detection model maintenance process with newly updated bot behaviors can be implemented, and 3) our bot detection framework is practicable.",2016,,Eunjo Lee; Jiyoung Woo; Hyoungshick Kim; Aziz Mohaisen; Huy Kang Kim,article,55,D4
W2066774786,,10.1007/bf00122640,Indigenous management of tropical forest ecosystems: the case of the Kayap� indians of the Brazilian Amazon,,1985,Agroforestry Systems,Darrell A. Posey,article,512,D4
W2799981933,,10.15388/infedu.2018.07,"Game-Based Versus to Non-Game-Based: The Impact of Student Response Systems on Students'Achievements, Engagements and Test Anxieties","The use of different tools in the field of education has become widespread with the developments in technology. Online student response systems are one of these tools. Online student response systems have been used for many years. In the last couple of years, game items have been added, and game-based online student response systems have started to be used. In this context, this study aims to find out the effects of online student response systems both with and without being based on games on the achievements, engagements, and test anxiety levels of students. The study group consists of 46 seventh grade students (Control, 23; Experimental, 23). This study was conducted by using a quasi-experimental design with pre-test and post-test groups. The topics in the &quot;living democracy&quot; chapter of social studies course were taught for four weeks by using the online student response system named Socrative for the control group and the online game-based student response system called Kahoot for the experimental group. The results of the study showed that game-based student response systems increase the achievement and engagement and decrease the test anxiety level when compared to non-game-based student response systems. In this direction, it may be suggested to use online game-based student response systems on different topics of social studies courses.",2018,Informatics in Education,Zeynep Turan; Elif Meral,article,76,D4
W2991498540,31760581,10.1007/s10899-019-09913-5,"Rare Loot Box Rewards Trigger Larger Arousal and Reward Responses, and Greater Urge to Open More Loot Boxes","Loot boxes are a purchasable video-game feature consisting of randomly determined, in-game virtual items. Due to their chance-based nature, there is much debate as to whether they constitute a form of gambling. We sought to address this issue by examining whether players treat virtual loot box rewards in a way that parallels established reward reactivity for monetary rewards in slots play. Across two sets of experiments, we show that loot boxes containing rarer items are more valuable, arousing, rewarding and urge-inducing to players, similar to the way slots gamblers treat rare large wins in slots play. Importantly, we show in Experiment 2 that the duration of Post Reinforcement Pauses, an index of reward reactivity, are longer for boxes with rarer items. Boxes containing rarer rewards also trigger larger Skin Conductance Responses and larger force responses-indices of positive arousal. Findings of Experiment 2 also revealed that there was an increase in anticipatory arousal prior to the reveal of loot box rewards. Collectively, our results elucidate the structural similarities between loot boxes and specific gambling games. The fact that players find rarer game items hedonically rewarding and motivating has implications for potential risky or excessive loot box use for some players.",2019,Journal of Gambling Studies,Chanel J. Larche; Katrina Chini; Christopher Lee; Mike J. Dixon; Myra A. Fernandes,article,89,D4
W1595353039,,10.1007/978-3-642-18152-8,A Theory of Supply Chains,,2003,Lecture notes in economics and mathematical systems,Carlos F. Daganzo,book,136,D4
W2200119386,26766947,10.4306/pi.2016.13.1.58,Characteristics and Psychiatric Symptoms of Internet Gaming Disorder among Adults Using Self-Reported DSM-5 Criteria,"OBJECTIVE: The Section III of the Diagnostic and Statistical Manual of Mental Disorders, Fifth Edition (DSM-5) proposed nine diagnostic criteria and five cut-point criteria for Internet Gaming Disorder (IGD). We aimed to examine the efficacy of such criteria. METHODS: Adults (n=3041, men: 1824, women: 1217) who engaged in internet gaming within last 6 months completed a self-report online survey using the suggested wordings of the criteria in DSM-5. Major characteristics, gaming behavior, and psychiatric symptoms of IGD were analyzed using ANOVA, chi-square, and correlation analyses. RESULTS: The sociodemographic variables were not statistically significant between the healthy controls and the risk group. Among the participants, 419 (13.8%) were identified and labeled as the IGD risk group. The IGD risk group scored significantly higher on all motivation subscales (p<0.001). The IGD risk group showed significantly higher scores than healthy controls in all nine psychiatric symptom dimensions, i.e., somatization, obsession-compulsion, interpersonal sensitivity, depression, anxiety, hostility, phobic anxiety, paranoid ideation, and psychoticism (p<0.001). CONCLUSION: The IGD risk group showed differential psychopathological manifestations according to DSM-5 IGD diagnostic criteria. Further studies are needed to evaluate the reliability and validity of the specific criteria, especially for developing screening instruments.",2016,Psychiatry Investigation,Na Ri Kim; Samuel S. Hwang; Jung‐Seok Choi; Dai‐Jin Kim; Zsolt Demetrovics,article,231,D4
W2800683817,29892241,10.3389/fpsyg.2018.00787,"Internet Gaming Disorder in Adolescents: Personality, Psychopathology and Evaluation of a Psychological Intervention Combined With Parent Psychoeducation","= 15), depending on the addition or not of a psychoeducational group for their parents (consecutively admitted). Scores on the Millon Adolescent Personality Inventory (MACI), the Symptom Checklist-Revised (SCL-90-R), the State-Trait Anxiety Index (STAI), and other clinical and psychopathological measures were recorded. The patients were re-assessed post treatment (except for the MACI questionnaire). Compared with healthy controls, patients did not differ in symptomatology at baseline, but scored significantly higher in the personality scales: Introversive and Inhibited, and in the expressed concerns scales: Identity Confusion, Self-Devaluation, and Peer Insecurity and scored significantly lower in the Histrionic and Egotistic scale. In the experimental group, pre-post changes differed statistically on SCL-90-R scales Hostility, Psychoticism, and Global Severity Index and on the diagnostic criteria for Internet Gaming Disorder, regardless of the addition of a psychoeducational group for parents. Pre-post changes did not differ between experimental subgroups. However, the subgroup without psychoeducation for parents presented statistically higher drop-out rates during treatment. The results of this study are based on a sample of patients seeking treatment related to problems with online gaming, therefore, they may be of value for similar patients.",2018,Frontiers in Psychology,Vega González-Bueso; Juan José Villalaín Santamaría; Daniel Fernández; Laura Merino; Elena Montero,article,115,D4
W2087396732,,10.1155/2015/271296,Artificial Intelligence in Video Games: Towards a Unified Framework,"With modern video games frequently featuring sophisticated and realistic environments, the need for smart and comprehensive agents that understand the various aspects of complex environments is pressing. Since video game AI is often specifically designed for each game, video game AI tools currently focus on allowing video game developers to quickly and efficiently create specific AI. One issue with this approach is that it does not efficiently exploit the numerous similarities that exist between video games not only of the same genre, but of different genres too, resulting in a difficulty to handle the many aspects of a complex environment independently for each video game. Inspired by the human ability to detect analogies between games and apply similar behavior on a conceptual level, this paper suggests an approach based on the use of a unified conceptual framework to enable the development of conceptual AI which relies on conceptual views and actions to define basic yet reasonable and robust behavior. The approach is illustrated using two video games, Raven and StarCraft: Brood War .",2015,International Journal of Computer Games Technology,Firas Safadi; Raphaël Fonteneau; Damien Ernst,article,28,D4
